"lipid","log2FC","minus_log10_pvalue"
"SM(36:2)",0.557447172818922,0.228412519118745
"PE(40:7)",1.22977851073868,1.15676722190199
"PS(36:1)",3.57350739119595,1.32148162095989
"PC(32:2)",0.971212045144952,0.586700235918748
"PE(O-41:7)",-0.317728771619453,0.166215625343521
"SM(36:1)",0.346829691859931,0.188424994129407
"PE(40:6)",1.29359661620022,0.826813731587726
"PC(32:1)",0.820333489197914,1.03338901331807
"PE(O-41:6)",-1.268160438575,0.684029654543082
"DGGA(36:4)",1.04962691620961,0.30189945437661
"SM(36:0)",2.24498964170519,1.16430942850757
"PE(40:5)",1.16181188438354,1.02826040911222
"PC(32:0)",-0.0288168037439114,0.0222763947111523
