"lipid","log2FC","lipid_class","minus_log10_pvalue"
"PE(O-38:3)",-1.22977628788996,"non-sig",0.723538195826756
"HexCer(38:1)",1.17500312741956,"non-sig",0.43297363384094
"Cer(44:0)",-0.0854356053920569,"non-sig",0.0282604091122217
"PE(37:2)",-0.923173639958499,"non-sig",0.742321425130815
"HexCer(34:2)",3.01292118986124,"non-sig",0.749579997691106
"PE(O-38:2)",-1.62962664554659,"non-sig",0.767003889607846
"PS(34:2)",2.89319640886864,"Other",1.34486156518862
"PE(O-39:8)",1.18167608430442,"non-sig",0.473660722610156
"HexCer(34:1)",0.95250301545002,"non-sig",0.51427857351842
"PE(O-38:1)",-1.40460807765004,"non-sig",0.607303046740334
"SM(34:2)",0.281048383809928,"non-sig",0.157390760389438
"PE(38:7)",1.10267190521287,"non-sig",1.07675598136972
"PE(O-39:7)",-0.329097906097747,"non-sig",0.155522824254319
"HexCer(34:0)",0.396730409066848,"non-sig",0.233587152887601
"SM(34:1)",0.16949120048195,"non-sig",0.11690664142431
"PE(38:6)",1.49752977500175,"PE",1.43770713554353
"PE(38:6)",0.680665221020018,"non-sig",0.496209316942819
"PE(O-39:6)",-1.32498964090738,"non-sig",1.09799710864927
"SM(33:1)",-1.5118693468892,"SM",1.42829116819131
"SM(34:0)",0.406068684543904,"non-sig",0.440093374963888
"FA(16:4)",3.02192701430665,"FA",1.60380065290426
"PE(38:5)",0.97018210032785,"non-sig",1.04720755695591
"PC(30:0)",0.35448217717823,"non-sig",0.335358024443874
"PE(O-39:5)",-0.782247226430336,"non-sig",0.472370099128661
"PE(38:4)",0.801968993140175,"non-sig",0.785156151952302
"PE(O-39:4)",-1.37434786791694,"non-sig",0.747146969020107
"Cer(46:0)",-0.0399490108130571,"non-sig",0.0947439512515487
"DGGA(34:2)",0.472413412534735,"non-sig",0.504455662453552
"PE(38:3)",0.617897352522114,"non-sig",0.518557371497695
"PE(38:3)",0.564145593135567,"non-sig",0.459670525209126
"PG(36:4)",-1.30302614101529,"non-sig",0.838631997765025
"PG(36:4)",-0.395036062459869,"non-sig",0.277366077466188
"PE-Cer(42:2)",1.27128765310131,"non-sig",0.661543506395395
"PE(O-40:9)",0.417894268736202,"non-sig",0.224025668870631
"PE(38:2)",-0.557706332717313,"non-sig",0.370590400897281
"PE(O-39:2)",-1.51636934998543,"non-sig",0.756961951313706
"PE-Cer(42:1)",0.965264890878156,"non-sig",0.446116973356126
"PE(O-40:8)",0.00318657733797068,"non-sig",0.00174066157630127
"PC(O-32:3)",-1.5200010734088,"non-sig",1.1771783546969
"PE(38:1)",0.112802935519536,"non-sig",0.0506099933550872
"PG(36:2)",-0.499473279379018,"non-sig",0.325138859262188
"PG(36:2)",0.00499890874817766,"non-sig",0.00217691925427455
"PE(O-40:7)",-0.715126121681802,"non-sig",0.482804102050026
"HexCer(34:1)",-0.828539160308797,"non-sig",0.33161408331
"PG(36:1)",-0.120074808953529,"non-sig",0.07727454200674
"SM(34:2)",-0.14864104491663,"non-sig",0.0814454694497265
"FA(16:3)",1.65620707568191,"non-sig",1.09420411963213
"SM(35:1)",-0.107598233444055,"non-sig",0.0540392964224314
"SHexCer(34:2)",0.506750384291777,"non-sig",0.298432014944073
"PE(39:6)",0.918911825133414,"non-sig",0.665546248849069
"PE(O-40:6)",-1.6688818214444,"non-sig",0.939302159646388
"PC(O-32:1)",0.695990094183578,"non-sig",0.609064892896621
"SM(34:1)",-0.681195156205945,"non-sig",0.714442690992226
"PE(38:6)",1.53832707922508,"non-sig",0.847711655616944
"SHexCer(34:1)",-0.0340886430591496,"non-sig",0.0172766123314547
"PC(31:0)",-0.217475186874509,"non-sig",0.168770306132937
"PE(O-40:5)",-1.437193683226,"non-sig",0.835647144215563
"PE(O-40:5)",-1.0498368335447,"non-sig",0.575118363368933
"PC(O-32:0)",0.674938310418558,"non-sig",0.714442690992226
"PE(39:4)",0.473644193991458,"non-sig",0.31069114087638
"PE(O-40:4)",-1.73842557875065,"non-sig",0.818156412055227
"PE(O-40:4)",-1.30150463905264,"non-sig",0.679853713888946
"PS(36:4)",1.69070527595834,"non-sig",1.05354773498693
"PE(O-40:3)",-1.38060690511887,"non-sig",0.632644078973981
"PE(O-40:3)",-1.78700948350232,"non-sig",0.860120913598763
"HexCer(40:1)",0.0342214285941687,"non-sig",0.0109953843014632
"Cer(46:0)",0.212835389074979,"non-sig",0.247951552180562
"SM(36:4)",1.04227276156508,"non-sig",0.324221658325915
"PS(36:3)",2.8470162619728,"non-sig",1.16877030613294
"PE(O-40:2)",-1.47203358883998,"non-sig",0.623423042943488
"PE(O-40:2)",-1.42533346397347,"non-sig",0.600326278518962
"SM(36:3)",1.81460645035839,"non-sig",0.555955204081924
"FA(16:2)",1.45993518885842,"FA",1.30627305107635
"PE(40:8)",2.10140974817642,"PE",2.14752000636314
"PS(36:2)",2.74288985199845,"non-sig",1.26680273489343
"HexCer(36:1)",0.88209491588162,"non-sig",0.444905551421681
"PE(O-40:1)",-1.34443009889694,"non-sig",0.602059991327962
"SM(36:2)",0.557447172818922,"non-sig",0.228412519118745
"PE(40:7)",1.22977851073868,"non-sig",1.15676722190199
"PS(36:1)",3.57350739119595,"Other",1.32148162095989
"PC(32:2)",0.971212045144952,"non-sig",0.586700235918748
"PE(O-41:7)",-0.317728771619453,"non-sig",0.166215625343521
"SM(36:1)",0.346829691859931,"non-sig",0.188424994129407
"PE(40:6)",1.29359661620022,"non-sig",0.826813731587726
"PC(32:1)",0.820333489197914,"non-sig",1.03338901331807
"PE(O-41:6)",-1.268160438575,"non-sig",0.684029654543082
"DGGA(36:4)",1.04962691620961,"non-sig",0.30189945437661
"SM(36:0)",2.24498964170519,"non-sig",1.16430942850757
"PE(40:5)",1.16181188438354,"non-sig",1.02826040911222
"PC(32:0)",-0.0288168037439114,"non-sig",0.0222763947111523
"HexCer(34:0)",-1.25412261035536,"non-sig",0.818156412055227
"DGGA(36:3)",3.4987988419252,"non-sig",1.15864052954514
"PE(40:4)",0.204955783571659,"non-sig",0.10790539730952
"PE(40:4)",1.54433104974131,"PE",1.45222529461218
"PE(O-41:4)",-1.13854002233253,"non-sig",0.539102157243452
"PE(O-41:4)",-1.73157340650258,"non-sig",0.801342913045577
"PI-Cer(34:0)",1.62396920166867,"non-sig",0.554395796726402
"PE(O-41:3)",-1.53475881635733,"non-sig",0.647817481888638
"HexCer(41:1)",-0.0464427496588442,"non-sig",0.0172766123314547
"Cer(47:0)",0.00798195572413718,"non-sig",0.00700490156865849
"PG(38:4)",0.461113532904818,"non-sig",0.188424994129407
"PC(O-34:4)",-1.03158383780236,"non-sig",0.756961951313706
"FA(15:2)",2.99637363515181,"Other",1.95860731484178
"PC(33:3)",-0.864500249974547,"non-sig",0.642065152999546
"PE(O-42:8)",-0.575695628798911,"non-sig",0.322393047279507
"PC(O-34:3)",-1.46033536503209,"non-sig",1.22402566887063
"PC(33:2)",0.181453229460779,"non-sig",0.127843727251707
"PE(O-42:7)",-0.425691797315114,"non-sig",0.20690839982342
"FA(16:1)",1.1412534042409,"non-sig",1.04000516167158
"PC(O-34:2)",-0.734939964308293,"non-sig",0.677780705266081
"PC(O-34:2)",-0.361478077026881,"non-sig",0.276544327964814
"SM(37:1)",2.75164832077714,"non-sig",0.756961951313706
"PE(40:7)",-0.676793421024936,"non-sig",0.576754126063192
"PE(41:6)",0.585404776554949,"non-sig",0.408935392973501
"PC(33:1)",0.555564925067113,"non-sig",0.521433504406157
"PE(O-42:6)",-1.17129008035683,"non-sig",0.542118103266008
"PC(O-34:1)",0.168850557577262,"non-sig",0.106238237942057
"PS(38:6)",1.88804013282943,"Other",1.6458915608526
"PC(33:0)",-0.487486663074275,"non-sig",0.344861565188618
"PE(O-42:5)",-1.41335261734866,"non-sig",0.714442690992226
"PE(O-42:5)",-1.26969390765214,"non-sig",0.703334809738469
"PC(O-34:0)",0.19541805588598,"non-sig",0.141462802430361
"HexCer(42:3)",0.595225771828723,"non-sig",0.337242168318426
"PI(32:1)",-0.151174172368677,"non-sig",0.111259039317107
"PS(38:5)",1.49063404706785,"non-sig",0.701146923590293
"PE(O-42:4)",-1.68417778642059,"non-sig",0.730487055782084
"PE(O-42:4)",-1.06472961645361,"non-sig",0.496209316942819
"HexCer(42:2)",0.20011441178249,"non-sig",0.0767559813697235
"PI(32:0)",-2.14680730194727,"PI",2.14935376481693
"PE(42:10)",1.56098098875944,"non-sig",1.1511952989482
"PS(38:4)",2.00017694511313,"non-sig",1.0268721464003
"PE(O-42:3)",-1.4518403791044,"non-sig",0.625251653989896
"PE(O-42:3)",-1.40605897826806,"non-sig",0.703334809738469
"HexCer(42:1)",0.137898645638099,"non-sig",0.0570004066339595
"SM(38:4)",3.77889897928474,"non-sig",0.98296666070122
"PC(15:0_18:1(d7))",0.464814690299409,"non-sig",0.542118103266008
"PC(34:4)",1.48778785343617,"PC",1.76700388960785
"PC(34:4)",-0.353833344178199,"non-sig",0.224753740259764
"PE(O-42:2)",-1.25211155059146,"non-sig",0.54821356447571
"PE(O-42:2)",-1.55397894894918,"non-sig",0.568636235841013
"DGGA(38:7)",5.83166232583765,"Other",1.89619627904404
"PE(42:8)",3.19846649563983,"non-sig",1.26201267366657
"PC(34:3)",1.34336342416615,"PC",1.71444269099223
"PC(34:3)",0.376615815941648,"non-sig",0.375717904164332
"HexCer(38:1)",0.926040712642081,"non-sig",0.354577730650908
"SM(38:2)",0.90003145413818,"non-sig",0.542118103266008
"SM(38:2)",2.43366854582703,"non-sig",0.829738284605043
"PE(42:7)",1.47491510025883,"non-sig",1.12436006299583
"PC(34:2)",0.121364234967984,"non-sig",0.123782159408358
"HexCer(40:0)",-1.00163033590756,"non-sig",0.503070351926785
"SM(38:1)",1.76352524948687,"non-sig",0.87942606879415
"PC(34:1)",0.444827427037591,"non-sig",0.54515513999149
"PI(33:2)",-1.02744668031823,"non-sig",0.809668301829709
"PC(34:0)",-1.10975721946071,"non-sig",1.02410886359821
"FA(16:0)",0.755531040207014,"non-sig",0.876148359032914
"PC(O-36:5)",-1.00252664668557,"non-sig",0.892790030352132
"PC(35:4)",-0.248976482249969,"non-sig",0.237321436272564
"PC(O-36:4)",-0.237101163912332,"non-sig",0.1791420105603
"PI(15:0_18:1(d7))",0.507881364950709,"non-sig",0.39040559077478
"PC(35:3)",0.848858610924207,"non-sig",0.958607314841775
"PE(O-44:8)",-0.493977727675766,"non-sig",0.262012673666569
"PC(O-36:3)",0.840695161740825,"non-sig",0.761953896871205
"PC(O-36:3)",0.287748433390195,"non-sig",0.277366077466188
"HexCer(39:1)",-0.0921829969154722,"non-sig",0.0329202658555029
"SM(39:2)",1.87317471315938,"non-sig",1.07727454200674
"PS(40:8)",1.54946017739075,"non-sig",0.655607726314889
"PE(42:8)",-0.090871348957311,"non-sig",0.0746879085003505
"PC(34:3)",2.60529603838179,"PC",1.32330639037513
"PC(35:2)",-0.248967562752693,"non-sig",0.159893905543242
"PE(O-44:7)",-0.775990548941895,"non-sig",0.363512103646635
"PE(O-44:7)",-0.160427485502382,"non-sig",0.0680338852718274
"PC(O-36:2)",-1.13226108978724,"non-sig",0.752026733638193
"PI(34:3)",-0.364910827226932,"non-sig",0.26440110030182
"SM(39:1)",0.956898757520317,"non-sig",0.500312917381596
"PS(40:7)",1.60990961901821,"non-sig",0.838631997765025
"PC(34:2)",1.85554458245776,"non-sig",1.02136305161553
"PC(35:1)",0.331972991898056,"non-sig",0.275724130399211
"PE(O-44:6)",-0.907403541336905,"non-sig",0.411168274405793
"PC(O-36:1)",-0.856614182615242,"non-sig",0.511449283499556
"PI(34:2)",-0.558182052985931,"non-sig",0.522878745280338
"SM(40:7)",1.7157751643587,"non-sig",0.370590400897281
"SM(39:0)",1.31390320867239,"non-sig",0.517126416391246
"PS(40:6)",2.38667173036153,"Other",1.70333480973847
"PC(34:1)",0.444825628371159,"non-sig",0.267606240177031
"PE(O-44:5)",-1.21735455283969,"non-sig",0.518557371497695
"PC(O-36:0)",-0.967781783495397,"non-sig",0.598599459218456
"PI(34:1)",-0.878920537500697,"non-sig",0.782516055786094
"SM(40:6)",1.41427711205326,"non-sig",0.161150909262745
"PC(36:6)",1.02776739175935,"PC",1.30715308072277
"PC(36:6)",0.776344317102456,"non-sig",0.507239610973163
"PS(40:5)",2.76001630026279,"non-sig",0.853871964321762
"PE(O-44:4)",-0.889462378177733,"non-sig",0.388276691992658
"PI(34:0)",-1.58213988775582,"PI",1.38090666937326
"PC(36:5)",-0.120094872635786,"non-sig",0.0710923097560473
"PC(36:5)",0.55121221499234,"non-sig",0.42021640338319
"PC(36:5)",0.363243856538059,"non-sig",0.380906669373257
"DGGA(40:8)",3.80643616221631,"non-sig",1.18045606445813
"SM(40:4)",2.04845356248284,"non-sig",0.714442690992226
"PC(36:4)",-0.035068292206244,"non-sig",0.0400051616715838
"PC(36:4)",-0.319030655510137,"non-sig",0.299296282854981
"HexCer(40:2)",1.00916957012058,"non-sig",0.385102783966865
"DGGA(40:7)",4.2192156170626,"Other",1.52143350440616
"SM(40:3)",1.94346080099792,"non-sig",1.17457388223218
"PC(36:3)",-0.0585264830240995,"non-sig",0.0634862575211067
"PC(36:3)",0.0248989990683128,"non-sig",0.0222763947111523
"HexCer(42:1)",-1.37121379177786,"non-sig",0.752026733638193
"HexCer(40:1)",0.0603581629273897,"non-sig",0.0195421077238999
"PI(35:4)",-0.198341730923129,"non-sig",0.130181792020672
"PI(O-36:4)",-0.488101211101728,"non-sig",0.342944147142896
"SM(40:2)",3.94666298119699,"non-sig",1.0695604052333
"SM(40:2)",0.757374814455797,"non-sig",0.413412695328245
"PC(36:2)",-0.15606476897257,"non-sig",0.157390760389438
"HexCer(42:0)",-0.550649539347436,"non-sig",0.279014255846261
"PI(35:3)",1.34581439527263,"non-sig",0.991399828238082
"SM(40:1)",1.02907919125598,"non-sig",0.669586226650809
"PC(36:1)",0.0860172544603657,"non-sig",0.0670191780768018
"PI(35:2)",-1.24449808336765,"non-sig",0.98296666070122
"SM(40:0)",1.81344445345678,"non-sig",0.769551078621726
"PC(O-38:7)",-0.306229228396454,"non-sig",0.298432014944073
"PC(37:6)",0.632948861135873,"non-sig",0.447331783887807
"PC(O-38:6)",-0.388620388274447,"non-sig",0.303643611266668
"PC(O-38:6)",0.0760146853064931,"non-sig",0.0565054840938974
"PC(O-38:6)",-0.127814327990745,"non-sig",0.0925886392254138
"PC(37:5)",0.124526591182853,"non-sig",0.0963674839157623
"PC(O-38:5)",-0.653309220397784,"non-sig",0.450996737974212
"PS(42:10)",1.46699957878523,"non-sig",0.661543506395395
"PC(37:4)",0.000777332181883139,"non-sig",0.000434511774017692
"PC(O-38:4)",-0.164875785669398,"non-sig",0.111259039317107
"PC(O-38:4)",-0.513949265948423,"non-sig",0.348721986001856
"PC(O-38:4)",0.831523147385589,"non-sig",0.75448733218585
"HexCer(41:2)",0.0621848231430064,"non-sig",0.0245681914907371
"HexCer(41:2)",0.17100396545267,"non-sig",0.0830199526796178
"PI(36:5)",1.47893039529874,"non-sig",0.899629454882437
"PI(36:5)",0.792788324797531,"non-sig",0.647817481888638
"SM(41:3)",0.970864188915929,"non-sig",0.647817481888638
"PE(44:9)",-0.527561020771738,"non-sig",0.806875401645538
"PC(37:3)",-0.500884746180688,"non-sig",0.698970004336019
"PC(37:3)",0.0837702716383575,"non-sig",0.0660068361687577
"PE(O-46:8)",-0.279883071446118,"non-sig",0.122053048370812
"PC(O-38:3)",-0.518820336838658,"non-sig",0.324221658325915
"PC(O-38:3)",-0.961907117224246,"non-sig",0.581698708680255
"PC(O-38:3)",-0.395045080098406,"non-sig",0.224025668870631
"HexCer(41:1)",-0.0332320736288096,"non-sig",0.0127807700919951
"PI(36:4)",1.46844507434026,"non-sig",1.05700040663396
"PI(36:4)",0.135480606776337,"non-sig",0.122628654130226
"SM(41:2)",1.00520361429912,"non-sig",0.58838029403677
"SM(41:2)",0.508270478356298,"non-sig",0.300162274132754
"PC(37:2)",-0.905982578636287,"non-sig",0.694648630553376
"PE(O-46:7)",-0.789236979521981,"non-sig",0.365522729839268
"PC(O-38:2)",-1.32407203313185,"non-sig",0.812479279163537
"PI(36:3)",-0.212817980921823,"non-sig",0.169411331314856
"PI(36:3)",1.19850232985453,"non-sig",1.08460016478773
"SM(41:1)",0.921171112743835,"non-sig",0.651695136951839
"PC(37:1)",-0.327933054955565,"non-sig",0.20342566678957
"PC(O-38:1)",-1.10905860990767,"non-sig",0.570247719997592
"PI(36:2)",-1.37429286968882,"non-sig",1.01502287358451
"SM(42:7)",3.43021589686429,"non-sig",1.20411998265592
"SM(42:7)",3.63596944704519,"non-sig",1.08512818245995
"SM(41:0)",0.797342587824588,"non-sig",0.528708288941061
"PC(38:7)",0.327065705149309,"non-sig",0.243363891754152
"PC(38:7)",1.1627128309005,"PC",1.69897000433602
"PC(O-38:0)",-0.996918182590168,"non-sig",0.533132379645891
"DGGA(42:10)",5.22851805239142,"Other",2.03338901331807
"PI(36:1)",-2.30813757521648,"PI",2.00480370840282
"SM(42:6)",4.95969685496525,"non-sig",1.08407278830288
"PC(38:6)",0.466207511602391,"non-sig",0.600326278518962
"PC(38:6)",-0.447567531479404,"non-sig",0.493494967595128
"HexCer(42:4)",1.27972330386408,"non-sig",0.665546248849069
"SM(42:5)",3.51287201875237,"non-sig",0.950781977329818
"PC(38:5)",0.255458094047327,"non-sig",0.35261702988538
"PC(38:5)",0.242728019552086,"non-sig",0.243363891754152
"HexCer(42:3)",0.656528850897629,"non-sig",0.396855627379818
"PI(O-38:6)",-1.18108136522791,"non-sig",0.798602875679548
"SM(42:4)",0.99619698755604,"non-sig",0.630784142589857
"SM(42:4)",0.888009795735204,"non-sig",0.701146923590293
"PC(38:4)",-0.0805916929664576,"non-sig",0.0830199526796178
"PC(38:4)",0.14259672818438,"non-sig",0.138465589140962
"PC(38:4)",0.319203015478784,"non-sig",0.434152181326482
"HexCer(42:2)",0.311593314938708,"non-sig",0.134303940083929
"PI(37:5)",0.992037314232288,"non-sig",0.54515513999149
"SM(42:3)",0.944669324550603,"non-sig",0.777283528852417
"PC(38:3)",-0.0812102392876746,"non-sig",0.0752040042020878
"PC(38:3)",0.080622685955241,"non-sig",0.0685421293109949
"HexCer(42:1)",0.234546655244202,"non-sig",0.102372908709559
"PI(37:4)",0.326725884948122,"non-sig",0.212539525481585
"PI(O-38:4)",-0.981258710592851,"non-sig",0.442492798094342
"FA(17:2)",0.714519527896183,"non-sig",0.616184634019569
"SM(42:2)",0.900069169628548,"non-sig",0.705533773838407
"PC(38:2)",-0.462888911597563,"non-sig",0.326058001365912
"HexCer(42:0)",-0.158377206230519,"non-sig",0.0877779434675845
"PI(37:3)",0.502940777306964,"non-sig",0.30189945437661
"PI(37:3)",-0.161860914568898,"non-sig",0.0969100130080564
"ASG(29:1)",-1.06799194012239,"non-sig",0.860120913598763
"SM(42:1)",1.05435730762067,"non-sig",0.832682665251824
"SHexCer(40:3)",-0.030701758289716,"non-sig",0.0731432910503077
"PC(O-40:8)",0.0818129097703668,"non-sig",0.0550240915879521
"PC(38:1)",-0.444974954890732,"non-sig",0.410050398674292
"PI(37:2)",-1.98509920653997,"PI",1.90308998699194
"SM(42:0)",1.26833271378134,"non-sig",0.844663962534938
"PC(39:7)",0.553252936476024,"non-sig",0.610833915635468
"HexCer(40:0)",-1.47051962247587,"non-sig",0.950781977329818
"PI(36:2)",-0.715302776931555,"non-sig",0.373659632624958
"PC(39:6)",0.320466026322539,"non-sig",0.271646217978772
"PC(O-40:6)",-0.444058539969859,"non-sig",0.275724130399211
"PC(O-40:6)",-0.0968490936823798,"non-sig",0.0700704399154121
"PI(38:7)",2.57792981475258,"non-sig",0.882728704344236
"PC(39:5)",0.425662063983335,"non-sig",0.436518914605589
"PC(O-40:5)",-0.743136532320801,"non-sig",0.387216143280265
"PC(O-40:5)",0.0212640445722059,"non-sig",0.0141246426916063
"TG(50:5)",-1.25924459326999,"non-sig",0.614393726401688
"PC(41:6)",-3.47981899583484,"non-sig",0.43297363384094
"PC(O-42:6)",-2.73231115759071,"non-sig",1.14691047014813
"TG(50:2)",-2.17330367760712,"non-sig",0.943095148663527
"TG(O-51:2)",-2.11637839326394,"non-sig",1.26841123481326
"SM(43:2)",-0.637520406774282,"non-sig",0.413412695328245
"TG(50:4)",-0.751781576738583,"non-sig",0.473660722610156
"PI(34:3)",0.457601336753694,"non-sig",0.129596094720973
"PC(41:5)",-2.9985923183061,"non-sig",0.578396073130169
"PC(O-42:5)",-2.49878242491985,"non-sig",1.29929628285498
"TG(50:1)",-2.14625132138862,"non-sig",0.801342913045577
"TG(O-51:1)",-1.59795465797701,"non-sig",0.774690718274137
"SM(43:1)",-0.755855093510704,"non-sig",0.336299074610352
"TG(50:3)",-0.566043179892073,"non-sig",0.649751981665837
"PC(40:8)",-1.28847734783026,"non-sig",1.16494389827988
"PI(34:2)",-2.11006971848589,"non-sig",0.97469413473523
"PC(O-42:4)",-2.42245063391095,"non-sig",1.26921772433361
"CAR(12:0)",1.4706059106198,"non-sig",0.853871964321762
"TG(O-51:0)",-1.6059952692135,"non-sig",0.835647144215563
"TG(50:2)",-0.596542048910965,"non-sig",0.832682665251824
"PS(40:8)",-0.189726064260547,"non-sig",0.0366844886138887
"PC(40:7)",-0.530288715190494,"non-sig",0.54515513999149
"PC(42:10)",-1.8880608169049,"non-sig",0.667561540084395
"PC(O-42:3)",-2.47220542966541,"PC",1.32513885926219
"TG(50:1)",0.471825338092653,"non-sig",0.777283528852417
"PC(40:6)",0.233053146291063,"PC",1.42596873227228
"PC(42:9)",-0.810229786045895,"non-sig",0.349692476868064
"PC(O-42:2)",-2.334536394467,"non-sig",1.17198493577602
"TG(51:5)",-3.75835621132675,"TG",1.42481215507234
"TG(O-52:5)",-5.27603984207301,"TG",1.96257350205938
"TG(50:0)",-0.44672360301416,"non-sig",0.216096420727265
"PC(40:5)",-2.44649635634192,"non-sig",0.375717904164332
"PC(42:8)",0.322535017201162,"non-sig",0.305394801066431
"PE(P-46:7)",-1.98769378648836,"non-sig",1.1249387366083
"PC(O-42:1)",-2.08989273743127,"non-sig",1.19791074211827
"TG(51:4)",-3.14401983816053,"non-sig",1.21253952548158
"TG(O-52:4)",-3.72079343629127,"TG",2.68193666503724
"TG(51:6)",-1.59802994301529,"non-sig",0.484126156288321
"Hex2Cer(34:2)",-1.31293211514207,"non-sig",0.686132779630847
"PC(40:4)",-1.78684199596236,"non-sig",0.954677021213343
"PC(42:7)",-2.99344833437268,"non-sig",0.417936637088291
"TG(51:3)",-3.04534958922595,"non-sig",1.16304326294045
"TG(O-52:3)",-2.92260556499781,"TG",2.89619627904404
"TG(51:5)",-3.60935621957192,"TG",2.0301183562535
"PC(40:3)",-1.9277885865243,"PC",1.54821356447571
"PC(42:6)",-1.97990509405983,"non-sig",1.08777794346758
"TG(52:9)",2.21263891301359,"non-sig",0.94692155651658
"TG(50:3)",-4.2100702751092,"non-sig",0.860120913598763
"TG(51:2)",-3.19472028036364,"non-sig",1.21752737583371
"TG(O-52:2)",-3.30807098541589,"TG",1.79860287567955
"SM(44:2)",-0.441558544989817,"non-sig",0.224753740259764
"TG(51:4)",-2.19814421350998,"TG",1.30980391997149
"TG(O-52:4)",-2.86382038076174,"TG",1.86966623150499
"PI(35:3)",-0.432997917749674,"non-sig",0.101274818410506
"PC(40:2)",-2.44714770024188,"PC",1.51144928349956
"PC(42:5)",-1.74038544636164,"non-sig",1.0584885673656
"PC(O-43:5)",-2.54497865729894,"PC",1.40671393297954
"TG(52:8)",2.19154689100644,"non-sig",0.98296666070122
"TG(51:1)",-2.82593978212541,"non-sig",1.01010543628123
"TG(O-52:1)",-2.20113740394146,"non-sig",1.04191415147891
"TG(51:3)",-1.78739053900856,"non-sig",1.04866248120408
"DG(52:3)",0.227663800972522,"non-sig",0.121478204498793
"PI(35:2)",-2.97971232753295,"PI",1.58502665202918
"PC(40:1)",-0.599891044272869,"non-sig",0.293282217663241
"PC(42:4)",-2.91680716211674,"PC",1.35457773065091
"TG(52:7)",0.0306781775537068,"non-sig",0.0101054362812269
"TG(51:0)",-2.01425837444693,"non-sig",0.96657624451305
"TG(O-52:0)",-1.20286573873215,"non-sig",0.507239610973163
"TG(52:9)",2.33789788269116,"non-sig",1.05256627811295
"TG(51:2)",-2.20366591549019,"non-sig",1.15490195998574
"TG(O-52:2)",-2.65840251115327,"TG",1.70114692359029
"PC(42:3)",-2.1198031923246,"PC",1.39902710431325
"TG(52:6)",-1.72435887789737,"non-sig",0.619788758288394
"TG(52:8)",2.22476172352031,"non-sig",0.954677021213343
"NAE(20:4)",-1.03870850770208,"non-sig",0.636388020107856
"TG(51:1)",-2.01988342733489,"non-sig",1.01592296609717
"TG(O-52:1)",-1.7779043620663,"non-sig",0.939302159646388
"PC(41:6)",0.480949104826497,"non-sig",0.910094888560602
"PC(42:2)",-2.30352654675516,"non-sig",1.2298847052129
"TG(52:5)",-3.00658577947468,"non-sig",1.19314197048118
"TG(52:7)",0.219030814903327,"non-sig",0.0777937225609836
"TG(O-52:0)",-0.845108244331477,"non-sig",0.419075024324381
"PC(O-44:8)",-2.59176373004912,"non-sig",1.13253251214095
"PC(42:1)",-1.79142135506445,"non-sig",0.954677021213343
"TG(52:4)",-1.88405581787827,"non-sig",1.04963514562388
"TG(52:6)",-1.52168777633097,"non-sig",0.707743928643524
"PI(36:5)",-1.01304889872249,"non-sig",0.431798275933005
"PC(O-44:7)",-2.63483008311908,"non-sig",1.20411998265592
"TG(52:3)",-1.83059930567676,"non-sig",1.0301183562535
"TG(O-53:3)",-1.64929349355739,"non-sig",0.832682665251824
"TG(52:5)",-0.702117355787287,"non-sig",0.505845405981557
"PC(42:10)",-1.89810086230631,"non-sig",0.663540266151471
"PI(36:4)",-1.55405748621184,"non-sig",0.75448733218585
"PC(O-44:6)",-2.18697314854279,"non-sig",1.18708664335714
"TG(52:2)",-2.63210103703318,"non-sig",1.09258863922541
"TG(O-53:2)",-2.26928290369599,"non-sig",1.29670862188134
"TG(52:4)",0.184748205328013,"non-sig",1.12378215940836
"PC(44:12)",-1.60442286856935,"non-sig",0.663540266151471
"PI(36:3)",-0.600494088308157,"non-sig",0.231361898752386
"PC(O-44:5)",-2.29907192566593,"non-sig",1.24565166428898
"TG(52:1)",-3.03615703649439,"non-sig",0.886056647693163
"TG(O-53:1)",-1.55088426253471,"non-sig",0.806875401645538
"PI(36:5)",-0.859957867568511,"non-sig",0.415668775632469
"TG(52:3)",0.563647071432918,"TG",1.47886191629596
"PI(36:2)",-2.74972261075851,"PI",1.44977164694491
"PC(O-44:4)",-2.31608703295177,"non-sig",1.16494389827988
"TG(52:0)",-1.70540444131801,"non-sig",0.653647025549361
"TG(O-53:0)",-0.927940655914806,"non-sig",0.575118363368933
"PI(36:4)",-0.651580983198542,"non-sig",0.539102157243452
"TG(52:2)",-0.0103894976083154,"non-sig",0.0324520237811379
"TG(O-53:2)",-1.8489993903722,"non-sig",1.21824462534753
"PI(36:1)",-1.86232677817145,"PI",2.13786862068696
"PC(O-44:3)",-1.9699863595146,"non-sig",1.08777794346758
"TG(53:6)",-3.07484282054345,"non-sig",1.2298847052129
"PI(36:3)",-0.335902418373756,"non-sig",0.164309428507574
"TG(52:1)",-1.37910429181038,"non-sig",0.595166283380062
"PC(42:6)",-1.83426179459501,"non-sig",1.05998184499234
"CAR(13:1)",1.48876362758866,"non-sig",0.896196279044043
"TG(O-54:5)",-1.34210422247937,"non-sig",0.787812395596042
"TG(52:0)",-1.17936445665346,"non-sig",0.537602002101044
"PC(42:5)",-0.985565870486898,"non-sig",0.540607512240769
"TG(53:4)",-2.29717316303402,"non-sig",1.03151705144606
"TG(O-54:4)",-3.82640078886967,"TG",2.33161408331
