"lipid_name","log_2_foldchange","neg_log10_p_value","lipid_class"
"LPE(17:0)",-0.589057355852958,0.801342913045577,"non-sig"
"LPE(18:0)",-0.903516149914473,0.906578314837765,"non-sig"
"LPE(18:1)",-1.06927922676623,3.52287874528034,"LPE"
"LPE(18:2)",-1.01707039302673,1.39685562737982,"LPE"
"LPE(18:3)",-1.08540602886753,1.58838029403677,"LPE"
"LPE(19:0)",0.116679587727212,0.080398976215889,"non-sig"
"LPE(20:0)",-0.247852441138228,0.188424994129407,"non-sig"
"LPE(20:1)",-0.444231284320779,0.732828271596986,"non-sig"
"LPE(20:2)",-0.30464079191583,0.619788758288394,"non-sig"
"LPE(20:3)",-1.21714712544385,2.37468754903833,"LPE"
"LPE(20:4)",-0.858913393197142,1.18842499412941,"non-sig"
"LPE(20:5)",-0.916788426946791,1.60032627851896,"LPE"
"LPE(22:4)",-0.351404263969471,0.386158178123931,"non-sig"
"LPE(22:5)",-1.04977590696571,1.13194363817696,"non-sig"
"LPE(22:6)",-1.73762132838996,1.33913452199613,"LPE"
"LPE(O-16:1)",0.155126316401024,0.334419008982047,"non-sig"
"LPE(O-18:0)",-0.627378149316421,0.688246138944246,"non-sig"
"LPE(O-18:1)",-0.162269287010858,0.187755303199631,"non-sig"
"LPE(O-20:0)",-0.471043421648904,0.459670525209126,"non-sig"
"LPE(O-20:1)",-0.162154246116732,0.133712660915805,"non-sig"
"LPE(O-22:0)",-0.827734596563793,1.14996674231023,"non-sig"
"LPE(O-22:1)",-0.276976923104385,0.234331445240986,"non-sig"
"LPI(16:0)",0.258723372092586,0.496209316942819,"non-sig"
"LPI(18:0)",-0.663703521482301,1.19314197048118,"non-sig"
"LPS(18:0)",0.61502475406331,1.09582563171584,"non-sig"
"LPS(20:4)",-0.0409596338888711,0.0145735259169983,"non-sig"
"PC(30:0)",-0.112268245498495,0.197910742118267,"non-sig"
"PC(31:0)",-0.771386285873138,0.832682665251824,"non-sig"
"PC(32:0)",-0.767241049423095,1.36653154442041,"PC"
"PC(32:1)",-0.502544109646848,1.21681130892474,"non-sig"
"PC(32:2)",-0.959636796576106,1.11690664142431,"non-sig"
"PC(33:0)",-1.01674106830547,1.32513885926219,"PC"
"PC(33:1)",-0.372874016804687,0.721246399047171,"non-sig"
"PC(33:2)",-0.684159544514699,0.525783735923745,"non-sig"
"PC(34:0)",-1.52475676859666,2.66554624884907,"PC"
"PC(34:1)",-0.418379266397221,1.26520017041115,"non-sig"
"PC(34:4)",-1.19886223074588,1.47495519296315,"PC"
"PC(35:1)",-0.76936595217623,1.27572413039921,"non-sig"
"PC(35:2)",-0.476552685122904,0.896196279044043,"non-sig"
"PC(35:3)",0.267381144224448,0.72584215073632,"non-sig"
"PC(35:4)",-1.05140413733043,1.03857890593355,"non-sig"
"PC(36:0)",-1.5315521034403,1.83863199776503,"PC"
"PC(36:1)",-1.18310121421004,2.43415218132648,"PC"
"PC(36:2)",-0.75247040733365,1.96257350205938,"PC"
"PC(36:3)",-0.349652633114868,1.41116827440579,"PC"
"PC(36:4)",-0.620820299207121,1.61083391563547,"PC"
"PC(36:5)",-1.03675112586379,2.62160209905186,"PC"
"PC(36:6)",-1.25564187478457,1.61261017366127,"PC"
"PC(37:1)",-1.03843805422561,1.47108329972235,"PC"
"PC(37:2)",-0.95302868953106,1.02826040911222,"non-sig"
"PC(37:3)",-0.350844259302551,0.540607512240769,"non-sig"
"PC(37:4)",-0.890415467936844,1.1331221856625,"non-sig"
"PC(37:5)",-0.640992636801425,1.41341269532825,"PC"
"PC(37:6)",-1.0164383197105,0.913640169325252,"non-sig"
