"lipid","pearson_r","p_value","lipid_class"
"PE(O-34:4)",-0.204023905343208,0.00817769164835436,"PE"
"PE(O-34:5)",-0.12763484372082,0.100228477105695,"PE"
"PE(O-35:5)",-0.189445520935948,0.0142051148936607,"PE"
"PE(O-36:1)",0.000743566975835931,0.992390824767164,"PE"
"PE(O-36:2)",-0.112837348682692,0.146538146838372,"PE"
"PE(O-36:3)",-0.238383600780771,0.00192019006137871,"PE"
"PE(O-36:5)",-0.192058221996785,0.0129010102518482,"PE"
"PE(O-36:6)",-0.192060736049111,0.0128998077118104,"PE"
"PE(O-36:7)",-0.0703528786538025,0.366286587244009,"PE"
"PE(O-37:1)",0.223612048203204,0.00367399117023777,"PE"
"PE(O-37:2)",0.212209509605776,0.00590189692574126,"PE"
"PE(O-37:5)",-0.214060534032284,0.00547337874267191,"PE"
"PE(O-37:6)",-0.217222839074714,0.00480530115603526,"PE"
"PE(O-37:7)",-0.334812912106302,9.75381667750838e-06,"PE"
"PE(O-38:1)",0.0606572625440556,0.436159754325441,"PE"
"PE(O-38:2)",-0.314417301211104,3.50210801489129e-05,"PE"
"PE(O-38:3)",-0.282273004862971,0.000219180160127591,"PE"
"PE(O-38:4)",-0.263912074763349,0.000568564259727495,"PE"
"PE(O-38:5)",-0.306073135601288,5.75594441730269e-05,"PE"
"PE(O-38:6)",-0.333469015237316,1.06411824505111e-05,"PE"
"PE(O-38:7)",-0.373616908811708,6.58491489682896e-07,"PE"
"PE(O-39:2)",0.235995907664809,0.00213829301232577,"PE"
"PE(O-39:4)",-0.0457215832914854,0.557390316832388,"PE"
"PE(O-39:5)",-0.288975284771076,0.000152193687233305,"PE"
"PE(O-39:6)",-0.301524838400221,7.49954293997218e-05,"PE"
"PE(O-39:7)",-0.304644304956553,6.25780235255101e-05,"PE"
"PE(O-39:8)",-0.177937816883313,0.0214152275956372,"PE"
"PE(O-40:2)",-0.292481813422765,0.000125296108839718,"PE"
"PE(O-40:3)",-0.301431477115675,7.54004401418781e-05,"PE"
"PE(O-40:4)",-0.160332861194347,0.0384706429318452,"PE"
"PE(O-40:5)",-0.28706280656292,0.00016904442613901,"PE"
"PE(O-40:6)",-0.327705105121447,1.53879695339423e-05,"PE"
"PE(O-40:7)",-0.386706777770634,2.44230616342449e-07,"PE"
"PE(O-40:8)",-0.379428603769619,4.26207737124734e-07,"PE"
"PE(O-40:9)",-0.118340619470651,0.127716479374195,"PE"
"PE(O-41:4)",-0.145817712473626,0.0600686371793266,"PE"
"PE(O-41:6)",0.285749513025658,0.000181605885308326,"PE"
"PE(O-41:7)",-0.306745490668478,5.53309001433355e-05,"PE"
"PE(O-42:2)",-0.263004198592427,0.000594981062503356,"PE"
"PE(O-42:3)",-0.271186248998704,0.000392852024201848,"PE"
"PE(O-42:4)",-0.275167950991887,0.000319473686516913,"PE"
"PE(O-42:5)",-0.314501199478836,3.48439142361613e-05,"PE"
"PE(O-42:6)",-0.297344423169464,9.52786556110703e-05,"PE"
"PE(O-42:7)",-0.316430625181479,3.09949568953269e-05,"PE"
"PE(O-42:8)",-0.340487250111674,6.72274978176483e-06,"PE"
"PE(O-44:4)",-0.0996373861277706,0.200152162902792,"PE"
"PE(O-44:5)",-0.262502080273466,0.000610073069792419,"PE"
"PE(O-44:6)",-0.291465613029591,0.000132594873324429,"PE"
"PE(O-44:7)",-0.299733002549051,8.3136022450352e-05,"PE"
"PE(O-44:8)",-0.222899310506701,0.00378704483872864,"PE"
"PE(O-46:7)",-0.20188573539988,0.00888780607161877,"PE"
"PE(O-46:8)",-0.241344876234699,0.00167788252930424,"PE"
"PG(34:1)",0.172392495576998,0.0258955069258153,"Other"
"PG(34:2)",0.144527991393604,0.062394607717766,"Other"
"PG(36:1)",0.123130011638914,0.112903300510652,"Other"
"PG(36:2)",0.256051738715491,0.000838021084876832,"Other"
"PG(36:4)",0.266402797277559,0.000501546840161026,"Other"
"PG(38:4)",0.171800671557038,0.0264180009986473,"Other"
"PI(32:0)",0.0810243447043727,0.297915762499632,"PI"
"PI(32:1)",-0.0553848609534814,0.477146050971313,"PI"
"PI(33:1)",-0.0711480158354087,0.360880952758967,"PI"
"PI(34:0)",0.181805651959903,0.0187013339178,"PI"
"PI(34:1)",-0.035696003277913,0.646970202101905,"PI"
"PI(34:2)",-0.0284329201289452,0.715299306163663,"PI"
"PI(34:3)",-0.038751268605556,0.619046419566262,"PI"
"PI(35:2)",-0.0865777349849144,0.265915571854934,"PI"
"PI(36:1)",0.0305591829841999,0.695030795625522,"PI"
"PI(36:2)",-0.0230035262715207,0.767934797166706,"PI"
"PI(36:3)",-0.0320287345499982,0.68114650331492,"PI"
"PI(36:4)",-0.133794907847946,0.0847468968733062,"PI"
"PI(36:5)",-0.060157876367342,0.439953472001494,"PI"
"PI(37:4)",-0.150559918480414,0.052120804384407,"PI"
"PI(38:2)",-0.0623767399733079,0.423241130949965,"PI"
"PI(38:3)",-0.138164506841374,0.0749748560178067,"PI"
"PI(38:4)",-0.125494907271699,0.106101695768529,"PI"
"PI(38:5)",-0.0331355577946027,0.670759168508511,"PI"
"PI(38:6)",-0.0349662852667122,0.653714970002459,"PI"
"PI(38:7)",-0.109052246882876,0.160656141543886,"PI"
"PI(40:4)",-0.0465177502044219,0.55054078756183,"PI"
"PI(40:5)",-0.0755835260984884,0.331644098612922,"PI"
"PI(40:6)",0.0487097866761287,0.531897233330332,"PI"
"PI(40:7)",0.0149710206828313,0.847721950704856,"PI"
"PI(40:8)",0.168516432460077,0.0294844074937069,"PI"
"PS(36:1)",-0.107813006449396,0.165492922552715,"Other"
"PS(36:2)",0.219600939671934,0.00435208864011394,"Other"
"PS(38:4)",0.0246859433352588,0.751497902035025,"Other"
"PS(38:5)",0.125328924632136,0.106568317134005,"Other"
"PS(38:6)",0.35700573753198,2.18099521706535e-06,"Other"
"PS(40:5)",-0.210836342020878,0.00623889177486478,"Other"
"PS(40:6)",0.446222250479954,1.50541869519003e-09,"Other"
"SM(28:1;O2)",-0.100730775321174,0.195234577639529,"SM"
"SM(30:1;O2)",0.221705596692865,0.00398342333284947,"SM"
"SM(30:1;O3)",-0.318334643011742,2.75918718655686e-05,"SM"
"SM(30:2;O3)",-0.208835376701601,0.00676069892877591,"SM"
"SM(31:1;O2)",-0.243425456379305,0.00152467982307017,"SM"
"SM(32:0;O2)",-0.300973314423429,7.7417874048862e-05,"SM"
"SM(32:1;O2)",-0.278475199320098,0.000268418486150742,"SM"
"SM(32:1;O3)",-0.312640852042051,3.89773636678421e-05,"SM"
"SM(32:2;O2)",-0.264407504680682,0.000554609184486785,"SM"
"SM(33:0;O2)",-0.332070005304366,1.1645773851803e-05,"SM"
"SM(33:1;O2)",-0.331522244098181,1.20630207856549e-05,"SM"
"SM(33:1;O3)",-0.314935502058244,3.39402114029864e-05,"SM"
"SM(34:0;O2)",-0.225000995921552,0.0034623745772906,"SM"
"SM(34:1;O2)",-0.335257064965098,9.4762791463218e-06,"SM"
"SM(34:1;O3)",-0.275745067041012,0.000309960972806395,"SM"
"SM(34:2;O2)",-0.319388443526625,2.58629889141414e-05,"SM"
"SM(34:2;O3)",-0.273986061592917,0.000339805809406659,"SM"
"SM(34:3;O2)",-0.255805153877167,0.000848118951987566,"SM"
"SM(35:1;O2)",-0.368938874568824,9.28918800837912e-07,"SM"
"SM(35:2;O2)",-0.331742330152514,1.18937034060566e-05,"SM"
"SM(36:0;O2)",-0.205457806997924,0.00773011243602937,"SM"
"SM(36:1;O2)",-0.327205556361358,1.58822946102694e-05,"SM"
"SM(36:1;O3)",-0.145523120016211,0.0605935480183056,"SM"
"SM(36:2;O2)",-0.341209870106129,6.40818410359741e-06,"SM"
"SM(36:2;O3)",-0.220065195170037,0.00426822899004172,"SM"
"SM(36:3;O2)",-0.310143202981801,4.52552140806503e-05,"SM"
"SM(36:4;O2)",-0.352564529320825,2.97048309995249e-06,"SM"
"SM(37:1;O2)",-0.311548975593068,4.16137179100916e-05,"SM"
"SM(37:2;O2)",-0.228749394059705,0.0029450273488786,"SM"
"SM(38:0;O2)",-0.20268900735553,0.00861487019767186,"SM"
"SM(38:1;O2)",-0.307223959139753,5.37946052364999e-05,"SM"
"SM(38:2;O2)",-0.332753987305938,1.11439129024405e-05,"SM"
"SM(38:3;O2)",-0.308568990411872,4.96876404276101e-05,"SM"
"SM(38:4;O2)",-0.221032217490174,0.00409819905841255,"SM"
"SM(39:0;O2)",-0.237257463646228,0.00202040124327947,"SM"
"SM(39:1;O2)",-0.27351474158295,0.000348243486821581,"SM"
"SM(39:2;O2)",-0.305010577888479,6.12538030179798e-05,"SM"
"SM(40:0;O2)",-0.173542967016538,0.0249051079845332,"SM"
"SM(40:1;O2)",-0.294052696563896,0.000114747979421603,"SM"
"SM(40:2;O2)",-0.385005497131453,2.78516554840059e-07,"SM"
"SM(40:3;O2)",-0.293911859351213,0.000115658673942156,"SM"
"SM(40:4;O2)",-0.151600501549967,0.0504988158214675,"SM"
"SM(40:6;O2)",-0.214725927346667,0.00532627527762914,"SM"
"SM(40:7;O2)",-0.185307948279875,0.0165063632072956,"SM"
"SM(41:0;O2)",-0.200674741552742,0.00931374882423201,"SM"
"SM(41:1;O2)",-0.32409551644321,1.93136360988628e-05,"SM"
"SM(41:2;O2)",-0.379523817588444,4.23151085837072e-07,"SM"
"SM(41:3;O2)",-0.304895606441664,6.16666123564235e-05,"SM"
"SM(42:0;O2)",-0.177530198716021,0.0217201101547079,"SM"
"SM(42:0;O3)",0.00971788871876388,0.900806584341111,"SM"
"SM(42:1;O2)",-0.309988902189636,4.56726608287218e-05,"SM"
"SM(42:1;O3)",-0.188259789815341,0.0148340355381903,"SM"
"SM(42:2;O2)",-0.412849315861886,2.94876857430591e-08,"SM"
"SM(42:2;O3)",-0.175878273472634,0.0229943166826241,"SM"
"SM(42:3;O2)",-0.358765440562616,1.92721268997873e-06,"SM"
"SM(42:3;O3)",-0.101480707019378,0.191912850286164,"SM"
"SM(42:4;O2)",-0.206780301387865,0.00733673101916059,"SM"
"SM(42:5;O2)",-0.0309603294071274,0.691230466079275,"SM"
"SM(42:6;O2)",-0.11114253871684,0.152738716644067,"SM"
"SM(42:7;O2)",-0.183159021260152,0.0178248418037959,"SM"
"SM(43:1;O2)",-0.281152813955574,0.00023275099726711,"SM"
"SM(43:2;O2)",-0.338651629495978,7.58893625351437e-06,"SM"
"SM(43:3;O2)",-0.324759035699058,1.85275470272903e-05,"SM"
"SM(44:1;O2)",-0.268900341458933,0.000441739797426066,"SM"
"SM(44:2;O2)",-0.374302090063449,6.2584447707022e-07,"SM"
"SM(44:3;O2)",-0.360143323344295,1.748386219736e-06,"SM"
"SM(44:5;O2)",-0.116121233539296,0.135069486154735,"SM"
"SM(44:6;O2)",-0.0263634144566747,0.735219793127064,"SM"
"ST(18:1)",-0.512235633542177,1.48585921554436e-12,"ST"
"ST(18:2)",-0.453851202718303,7.2806471719338e-10,"ST"
"ST(18:3)",-0.252251469525676,0.00100661725249211,"ST"
"ST(20:2)",-0.176105968983878,0.0228149487049685,"ST"
"ST(20:4)",-0.386721070962013,2.43960452839703e-07,"ST"
"ST(22:5)",-0.298183551421193,9.08353183490142e-05,"ST"
"ST(22:6)",-0.349315396561564,3.71284139449379e-06,"ST"
"ST(24:1)",-0.210062268690878,0.00643633309512775,"ST"
"ST(27:0)",-0.147426272766915,0.057267974379178,"ST"
"ST(27:1)",-0.266484027588187,0.000499489413561982,"ST"
"ST(28:1)",-0.178123759085187,0.0212773809959859,"ST"
"ST(28:2)",0.360960360123421,1.64993223703402e-06,"ST"
"ST(29:1)",0.168019466558194,0.0299738640901321,"ST"
"ST(29:2)",-0.0699523556204567,0.369028343099199,"ST"
"TG(40:0)",0.0998910152701389,0.199003544676914,"TG"
"TG(42:0)",0.0200639530130906,0.79689943965312,"TG"
"TG(43:1)",0.236523974450892,0.00208820512417086,"TG"
"TG(44:0)",0.260288804719463,0.000680897192039603,"TG"
"TG(44:1)",0.202825413222822,0.00856926694723963,"TG"
"TG(45:0)",0.159165579690416,0.0399234684878569,"TG"
"TG(45:1)",0.265796524291778,0.000517151752095588,"TG"
"TG(46:0)",0.224151820859796,0.00359040623761044,"TG"
"TG(46:1)",0.355048769030179,2.50049717609452e-06,"TG"
"TG(46:2)",0.271400233017205,0.00038854192029765,"TG"
"TG(46:3)",0.171704100570067,0.0265041099010882,"TG"
"TG(46:4)",0.163097231913593,0.035206741970846,"TG"
"TG(47:0)",0.235145832064363,0.00222122061626405,"TG"
"TG(47:1)",0.19468307824182,0.0116977368405235,"TG"
"TG(47:2)",0.330139320200392,1.31802258116617e-05,"TG"
"TG(47:3)",0.406427936973488,5.04112237361779e-08,"TG"
"TG(48:0)",0.276533602535836,0.000297387793766262,"TG"
"TG(48:1)",0.238022382141176,0.00195182983203354,"TG"
"TG(48:2)",0.29241340382741,0.000125775425595076,"TG"
"TG(48:3)",0.396393108074398,1.13968034751257e-07,"TG"
"TG(48:4)",0.41936649989236,1.69133463646538e-08,"TG"
"TG(48:5)",0.243653545516827,0.00150868549215821,"TG"
"TG(48:6)",0.0633973583234691,0.415679259738943,"TG"
"TG(49:1)",0.117022103457662,0.132046681347195,"TG"
"TG(49:2)",0.155776758183107,0.0444049215748306,"TG"
"TG(49:3)",0.256271716727753,0.000829106170526742,"TG"
"TG(49:4)",0.368225670819572,9.78483884164946e-07,"TG"
"TG(50:0)",0.413977969547768,2.68040016103409e-08,"TG"
"TG(50:1)",0.220187366050982,0.0042464036497971,"TG"
"TG(50:2)",0.181182482184111,0.0191173268232839,"TG"
"TG(50:3)",0.220423742087182,0.00420446054910584,"TG"
"TG(50:4)",0.29134239586141,0.000133506365513532,"TG"
"TG(50:5)",0.32393472721369,1.95088098793604e-05,"TG"
"TG(50:6)",0.241934927604924,0.00163306776356816,"TG"
"TG(50:7)",0.122741312354741,0.114053105187063,"TG"
"TG(51:0)",0.307811498295223,5.1962870351742e-05,"TG"
"TG(51:1)",0.244995769498729,0.00141762683291088,"TG"
"TG(51:2)",0.0652055760240739,0.402477823494869,"TG"
"TG(51:3)",0.0537102911208811,0.490587631760899,"TG"
"TG(51:4)",0.12473198048902,0.108259819055587,"TG"
"TG(51:5)",0.262956182166226,0.000596409244187907,"TG"
"TG(51:6)",0.320051522013723,2.4828016469702e-05,"TG"
"TG(52:0)",0.391720345006341,1.65117018880925e-07,"TG"
"TG(52:1)",0.43542940378889,4.082177364495e-09,"TG"
"TG(52:2)",0.0874821056894225,0.26093520240533,"TG"
"TG(52:3)",0.138948946595111,0.0733211121942266,"TG"
"TG(52:4)",0.194379440037855,0.0118316884804626,"TG"
"TG(52:5)",0.199281086571995,0.00982619061017874,"TG"
"TG(52:6)",0.230606731915768,0.00271552278669314,"TG"
"TG(52:7)",0.24943578161252,0.00115101368722512,"TG"
"TG(52:8)",0.202608552662212,0.00864186850167866,"TG"
"TG(52:9)",-0.0157228429693868,0.840174503215793,"TG"
"TG(53:0)",0.278992600337819,0.000261153554327563,"TG"
"TG(53:1)",0.306877081836352,5.49043236136784e-05,"TG"
"TG(53:2)",0.254385055401537,0.000908481939742321,"TG"
"TG(53:3)",0.0202566580490634,0.794991660130212,"TG"
"TG(53:4)",0.106828733255846,0.169411287183016,"TG"
"TG(53:5)",0.117652860987435,0.129961322848592,"TG"
"TG(53:6)",0.194156412729117,0.0119309349720905,"TG"
"TG(54:0)",0.262522493504176,0.000609452695799248,"TG"
"TG(54:1)",0.359221480483123,1.8661819195644e-06,"TG"
"TG(54:10)",-0.0610774734935569,0.432982039151418,"TG"
"TG(54:2)",0.335174621584108,9.52722389953691e-06,"TG"
"TG(54:3)",0.183422263900238,0.0176585631107761,"TG"
"TG(54:4)",0.153425854245493,0.0477548676585613,"TG"
"TG(54:5)",0.204594923580785,0.00799677123966657,"TG"
"TG(54:6)",0.301805323732611,7.37908828144238e-05,"TG"
"TG(54:7)",0.312494591055214,3.93211688123331e-05,"TG"
"TG(54:8)",0.339118039343257,7.35934041031086e-06,"TG"
"TG(54:9)",0.26958865133898,0.000426457373187921,"TG"
"TG(55:0)",0.194314705230076,0.0118604202825329,"TG"
"TG(55:1)",0.252321375614008,0.0010032535878877,"TG"
"TG(55:10)",0.160181225569531,0.0386568186469861,"TG"
"TG(55:2)",0.353836259375225,2.72028424066281e-06,"TG"
"TG(55:3)",0.26179867721294,0.000631809119186365,"TG"
"TG(55:4)",0.166439831893365,0.0315758391021942,"TG"
"TG(55:5)",0.0226428430542486,0.771472388155506,"TG"
"TG(55:6)",-0.0300272986955235,0.700081410501677,"TG"
"TG(55:7)",-0.0242345537278549,0.755897284594542,"TG"
"TG(55:8)",0.12242760249739,0.114987729317278,"TG"
"TG(55:9)",0.16453199970403,0.0336071213377307,"TG"
"TG(56:0)",0.257972178430033,0.000763078931752888,"TG"
"TG(56:1)",0.295170493935823,0.000107754050053721,"TG"
"TG(56:10)",0.0171731506881799,0.8256566868049,"TG"
"TG(56:11)",-0.059820182944778,0.442529445098765,"TG"
"TG(56:12)",0.00667351664714992,0.931789134123016,"TG"
"TG(56:2)",0.332379166395403,1.14163406702129e-05,"TG"
"TG(56:3)",0.321073286441686,2.33092966503299e-05,"TG"
"TG(56:4)",0.411465245121047,3.31323128351653e-08,"TG"
"TG(56:5)",0.105797496089503,0.173590130124421,"TG"
"TG(56:6)",-0.0622860818191708,0.423916663406679,"TG"
"TG(56:7)",-0.0529459659550447,0.496789154976919,"TG"
"TG(56:8)",0.0665352972933355,0.392930688847116,"TG"
"TG(56:9)",0.0730909662821071,0.347882061257965,"TG"
"TG(57:10)",-0.0385029719308963,0.621296220414287,"TG"
"TG(57:2)",0.271447778369753,0.000387590217714194,"TG"
"TG(57:3)",0.266031916859583,0.000511040467022115,"TG"
"TG(57:4)",0.196018590592736,0.0111242668871063,"TG"
"TG(57:6)",0.0391041531995248,0.615855033446288,"TG"
"TG(57:7)",-0.00995129708161711,0.898436756880363,"TG"
"TG(57:8)",0.00263142077602294,0.973076431296715,"TG"
"TG(57:9)",0.0148145182701603,0.849294823834092,"TG"
"TG(58:0)",0.204055103326311,0.00816771398300867,"TG"
"TG(58:1)",0.244760635573817,0.00143320679085274,"TG"
"TG(58:10)",0.0409079032567979,0.599655638646495,"TG"
"TG(58:11)",-0.0327821594904307,0.674069093621667,"TG"
"TG(58:12)",-0.0562724562175823,0.470103256264806,"TG"
"TG(58:13)",-0.033925958149218,0.66337923872301,"TG"
"TG(58:2)",0.212094730316351,0.00592942949552383,"TG"
"TG(58:3)",0.279746474685908,0.000250894704589559,"TG"
"TG(58:4)",0.386918840619795,2.4025153589151e-07,"TG"
"TG(58:5)",0.452615288133634,8.19991675186035e-10,"TG"
"TG(58:6)",0.382560169806531,3.35962114660088e-07,"TG"
"TG(58:7)",0.129740572786132,0.094702849483035,"TG"
"TG(58:8)",0.0100532655792155,0.897401736947629,"TG"
"TG(58:9)",-0.000526728801367339,0.994609763650591,"TG"
"TG(59:10)",-0.0772110326148885,0.321308000850954,"TG"
"TG(59:11)",-0.121021412259845,0.119250674930452,"TG"
"TG(59:2)",0.172724785957831,0.0256060429501493,"TG"
"TG(59:3)",0.21807334891731,0.00463856874998823,"TG"
"TG(59:5)",0.406598806376434,4.97042422991779e-08,"TG"
"TG(59:6)",0.438036585402173,3.21825255809095e-09,"TG"
"TG(59:8)",0.0430655450005122,0.580533294616133,"TG"
"TG(59:9)",-9.04033611222974e-06,0.999907485758566,"TG"
"TG(60:1)",0.201732707467724,0.00894066125117496,"TG"
"TG(60:10)",-0.00486582002944172,0.95023766076049,"TG"
"TG(60:11)",-0.10304308587961,0.185125137860784,"TG"
"TG(60:12)",-0.020806759628363,0.789552371195246,"TG"
"TG(60:13)",-0.0196121918955832,0.801376571538002,"TG"
"TG(60:2)",0.172067225869181,0.0261815658971292,"TG"
"TG(60:3)",0.242571489898059,0.00158594655669042,"TG"
"TG(60:4)",0.329359929687817,1.38522461135705e-05,"TG"
"TG(60:5)",0.382152984179602,3.4656687544941e-07,"TG"
"TG(60:6)",0.427369263138706,8.40795988973381e-09,"TG"
"TG(60:7)",0.424863734471035,1.04851495167687e-08,"TG"
"TG(60:8)",0.249135038479745,0.00116750856960475,"TG"
"TG(60:9)",0.0944898087821141,0.224508927427837,"TG"
"TG(61:2)",-0.409181544922161,4.01106969532723e-08,"TG"
"TG(61:3)",0.170154064402603,0.0279194448585729,"TG"
"TG(61:4)",0.237946523297314,0.00195853439935678,"TG"
"TG(61:5)",0.161150714132191,0.037479468183158,"TG"
"TG(61:7)",0.311660656745315,4.13365570616983e-05,"TG"
"TG(62:10)",0.00952853399668121,0.902729773947593,"TG"
"TG(62:12)",-0.0377261184307072,0.628357857898858,"TG"
"TG(62:13)",-0.0476442165107314,0.540920335080585,"TG"
"TG(62:14)",0.0516871982051124,0.507092000677835,"TG"
"TG(62:15)",-0.0571444818572988,0.463239786176187,"TG"
"TG(62:2)",0.13567482530326,0.0804243725124579,"TG"
"TG(62:3)",0.148316480460849,0.0557648685792337,"TG"
"TG(62:4)",0.254083751973188,0.00092178608204036,"TG"
"TG(62:5)",0.291283818526389,0.00013394173651928,"TG"
"TG(62:6)",0.225895191563232,0.00333201903839982,"TG"
"TG(62:7)",0.316082772059379,3.16578926712207e-05,"TG"
"TG(62:8)",0.217326547033519,0.00478468675169338,"TG"
"TG(62:9)",0.318565550124093,2.72039762031947e-05,"TG"
"TG(64:13)",-0.158848268583538,0.0403262819602299,"TG"
"TG(64:14)",-0.110997289572037,0.153279185396264,"TG"
"TG(64:15)",-0.107943134265902,0.164979986819694,"TG"
"TG(64:16)",-0.0924088230553091,0.234928368003257,"TG"
"TG(64:17)",-0.0783444830319606,0.314234109113955,"TG"
"TG(64:9)",0.291003577969668,0.00013604299974745,"TG"
"TG(66:17)",-0.0638102175002735,0.412642943832994,"TG"
"TG(66:3)",-0.0172308853777227,0.825079939495665,"TG"
"TG(68:3)",0.187585246803529,0.0152025592852006,"TG"
"TG(68:4)",0.205757086287334,0.00763948683654219,"TG"
"TG(68:5)",0.229114916633608,0.00289852099701307,"TG"
"TG(70:5)",-0.0269330606198828,0.729718251358353,"TG"
"TG(O-48:0)",0.051173077745137,0.51133177315651,"TG"
"TG(O-48:1)",-0.0412240324787644,0.596836298724481,"TG"
"TG(O-48:2)",-0.0843346148772225,0.27854692136215,"TG"
"TG(O-50:0)",0.0470737033040984,0.545782319034633,"TG"
"TG(O-50:1)",0.0396073670649622,0.611316546489294,"TG"
"TG(O-50:2)",0.0170964519704338,0.826423021616864,"TG"
"TG(O-50:3)",-0.136994380739633,0.0774976595386078,"TG"
"TG(O-51:0)",0.0441778849885928,0.570786914353248,"TG"
"TG(O-51:1)",0.336271946652678,8.86990278748565e-06,"TG"
"TG(O-51:2)",0.345643788149698,4.76313924279387e-06,"TG"
"TG(O-52:0)",0.0238692295363607,0.75946360524403,"TG"
"TG(O-52:1)",0.00263825051432764,0.973006578732535,"TG"
"TG(O-52:2)",0.0280036187923935,0.719416397978422,"TG"
"TG(O-52:3)",0.0246451776049764,0.751894891265221,"TG"
"TG(O-52:4)",0.161326168786915,0.0372696597799439,"TG"
"TG(O-53:0)",0.0372904834378549,0.632332655518843,"TG"
"TG(O-53:1)",-0.0177146681477115,0.820250840751807,"TG"
"TG(O-53:2)",0.236079713883713,0.00213027169793275,"TG"
"TG(O-54:1)",-0.0878790703056025,0.258769434860768,"TG"
"TG(O-54:2)",-0.108218743243261,0.163897513158353,"TG"
"TG(O-54:3)",-0.035399013236987,0.649711848194125,"TG"
"TG(O-54:4)",-0.0803852063474129,0.301755734414213,"TG"
"TG(O-54:5)",0.305376031904943,5.99587775442077e-05,"TG"
"TG(O-55:1)",-0.11829130242863,0.127876448981317,"TG"
"TG(O-55:2)",-0.167210146357317,0.0307857645167579,"TG"
"TG(O-55:3)",-0.137404194758214,0.0766064118675618,"TG"
"TG(O-56:0)",-0.0852237362851824,0.273492575695542,"TG"
"TG(O-56:1)",-0.158848315691072,0.0403262219066302,"TG"
"TG(O-56:2)",-0.144519178339224,0.0624107521447207,"TG"
"TG(O-56:3)",-0.166211148305893,0.0318136803785554,"TG"
"TG(O-56:4)",-0.116291010546858,0.134495796259662,"TG"
"TG(O-56:5)",0.207400624017284,0.00715842294165519,"TG"
"TG(O-56:6)",0.12820977147931,0.0986951331624053,"TG"
"TG(O-56:7)",0.100173437772639,0.197730154933217,"TG"
"TG(O-56:8)",0.0329279574095734,0.672702789596232,"TG"
"TG(O-57:2)",-0.1846154433705,0.0169216649777051,"TG"
"TG(O-57:3)",-0.112379473496187,0.148194183716732,"TG"
"TG(O-58:1)",-0.150654104073147,0.0519722391721745,"TG"
"TG(O-58:2)",-0.192299096917849,0.0127862385684816,"TG"
"TG(O-58:3)",-0.19168986907846,0.0130782690580084,"TG"
"TG(O-58:4)",-0.197385993184925,0.0105628856646314,"TG"
"TG(O-58:5)",-0.165040390003625,0.0330552979121145,"TG"
"TG(O-58:6)",-0.0893187161127233,0.251018702766864,"TG"
"TG(O-58:7)",0.210841770567511,0.00623752641872318,"TG"
"TG(O-58:8)",0.249436644259397,0.00115096668209098,"TG"
"TG(O-59:2)",-0.18884034165915,0.0145231319674311,"TG"
"TG(O-59:3)",-0.212737287994941,0.0057767605404546,"TG"
"TG(O-60:1)",-0.100800218148086,0.194925245737888,"TG"
"TG(O-60:2)",-0.178550623727848,0.0209638224749607,"TG"
"TG(O-60:3)",-0.215783063946369,0.00509983241626507,"TG"
"TG(O-60:5)",-0.187596029214329,0.0151966062671366,"TG"
"TG(O-60:6)",-0.184784126166546,0.0168196759770946,"TG"
"TG(O-60:7)",-0.173999891960033,0.0245208733859855,"TG"
"TG(O-60:8)",0.175809860893313,0.0230484454884395,"TG"
"TG(O-62:2)",-0.135184679035868,0.081533896002208,"TG"
"TG(O-62:3)",-0.164476218454883,0.0336681407178008,"TG"
"TG(O-62:6)",-0.17001990653887,0.0280449248163121,"TG"
"TG(O-62:7)",-0.17881715444191,0.0207700692685711,"TG"
"TG(O-62:8)",0.0388742070702661,0.617933787623719,"TG"
"TG(O-64:8)",-0.159434272940148,0.0395850233268106,"TG"
