"lipid","T_stat_human","T_stat_mouse"
"LPC(O-16:0)",-7.42333686328905,-1.76640270591327
"LPC(O-17:0)",-5.88176526921189,-2.73342871621013
"LPC(O-18:0)",-5.48769578095453,-2.73428223417576
"LPC(O-18:1)",-3.1984277800554,-2.39327777428019
"LPC(O-18:2)",-5.46668796127081,-2.48757024686009
"LPC(O-19:0)",-6.22945274807633,-2.94628918111653
"LPC(O-20:0)",-4.58166020579408,-3.31927733825026
"LPC(O-20:1)",-1.96332958615781,-3.75676306342797
"LPC(O-20:2)",-1.18364413843738,-1.84626259816671
"LPC(O-21:0)",-1.49195641828032,-2.95284378705616
"LPC(O-22:0)",-5.35602070736416,-2.72439070804149
"LPC(O-22:1)",-3.14450413704178,-3.61634136527196
"LPC(O-22:2)",-2.77316252925661,-3.00971190302525
"LPC(O-23:0)",-8.42041881253221,-1.79652064845168
"LPC(O-23:1)",-3.26150941562973,-2.58982764516804
"LPC(O-24:0)",-3.67470454583025,-2.24034652235161
"LPC(O-24:1)",-4.28744462835415,-2.66701574471993
"LPC(O-24:2)",-5.54804652501302,-2.16526348470867
"LPE(16:0)",2.11493633659511,-2.644333865088
"LPE(16:1)",-2.48635798290062,-1.37570932770919
"LPE(17:0)",-1.09758700704952,-2.48614696766229
"LPE(18:0)",0.817510497971117,-2.39908199741116
"LPE(18:1)",-3.39695744891091,-2.78275271869871
"LPE(18:2)",-4.60198659877397,-3.23110066523286
"LPE(18:3)",-6.29560449838684,-2.41949901115434
"LPE(20:0)",-7.33676014759813,-2.61127780883614
"LPE(20:1)",-3.63841988944315,-4.39028159649445
"LPE(20:2)",-3.18833478257497,-0.479820229853352
"LPE(20:3)",-3.63858541878995,-2.89687114754424
"LPE(20:4)",-0.603045268204754,-1.73161900104994
"LPE(20:5)",-3.35881132754623,-0.179429977873055
"LPE(22:0)",2.59567947712103,-1.9356803120123
"LPE(22:4)",-0.700291185251406,-0.367545711695697
"LPE(22:5)",1.41342767657359,-2.48536772536033
"LPE(22:6)",1.4222192622855,-2.2495421495902
"LPE(O-16:1)",-5.66616772615901,1.94461380385261
"LPE(O-18:0)",0.251067480394374,-1.63217819927917
"LPE(O-18:1)",-9.19372763335344,1.19130029514822
"LPE(O-20:0)",7.78713546068051,-1.44808582980923
"LPE(O-20:1)",-9.06368589861983,-1.28834095478425
"LPE(O-22:1)",-9.12152832270007,-1.78688290946231
"LPE(O-24:2)",-2.05078411456266,-1.22258986007569
"PC(28:0)",-1.23803568851597,-1.07644614681367
"PC(30:0)",-4.52432172774821,-1.11816160264562
"PC(31:0)",-2.69847042704329,-2.27442991491138
"PC(31:3)",0.420959276900958,0.156290261421965
"PC(32:0)",6.77641410596886,-1.25799439107035
"PC(32:1)",1.41762559183242,4.62135865482709
"PC(32:2)",-8.68390983312769,1.30426672346869
"PC(33:0)",-4.60197276333823,-1.46165720494126
"PC(33:1)",-1.20861342199303,1.24699079349647
"PC(33:2)",-5.10596515015219,-2.33398079740329
"PC(33:3)",-5.31611435535616,-1.37704284004195
"PC(34:0)",-5.3340608298965,-2.95881462020214
"PC(34:1)",4.82660768598943,1.1998376173326
"PC(34:2)",-1.69071096298784,-1.289351875971
"PC(34:3)",-5.07509146472288,3.68163216191049
"PC(34:4)",-10.4434980457147,3.52661533293036
"PC(35:0)",-7.28392277590732,-4.16350497830429
"PC(35:1)",-0.373269122626135,0.675066852130632
"PC(35:2)",-5.8726836290324,-1.42471202450524
"PC(35:3)",-9.8220844833822,1.95195463392369
"PC(35:4)",-6.39875596554555,-2.83948761997353
"PC(36:0)",-9.14376804077934,-5.23317186867888
"PC(36:1)",-0.302653279002081,-2.03779264454545
"PC(36:2)",-4.76463017837452,-2.07406779005361
"PC(36:3)",-8.27273018315876,-2.11427733098357
"PC(36:4)",-1.51556132289021,-1.82514547758536
"PC(36:5)",-3.56768116467313,-1.72419719607661
"PC(36:6)",-8.24650222426287,2.58430154057672
"PC(37:1)",-4.08464173664949,-3.16440303474213
"PC(37:2)",-8.33575143921475,-4.01597995079345
"PC(37:3)",-8.8426424008802,-1.57537655789502
"PC(37:4)",-4.59541642802805,-1.94365770302521
"PC(37:5)",-5.87937062169544,-2.00974087588149
"PC(37:6)",-5.97114048853061,-1.79078634067302
"PC(38:1)",-5.91178666043588,-3.24135927669585
"PC(38:2)",-7.29565684468966,-3.6134249319268
"PC(38:3)",-9.06523255426028,-1.49257290237631
"PC(38:4)",-0.997710267434362,-1.21128838024192
"PC(38:5)",-4.72823702952721,4.00880800247174
"PC(38:6)",-2.90681948583854,-1.97363274827008
"PC(38:7)",-8.20255011875201,3.42117225645458
"PC(39:2)",-6.2422155509423,-0.699750627690061
"PC(39:3)",-9.47450250724155,-2.7358617998391
"PC(39:4)",-6.92214500633894,-1.72637539112404
"PC(39:5)",-7.13584124300303,-1.49772202815223
"PC(39:6)",-3.80771389405838,-1.30563975120904
"PC(39:7)",-0.293764483657375,-1.61497637474614
"PC(40:0)",-5.5742946696918,-0.685782907588339
"PC(40:1)",-4.45610111820084,-2.01896486025749
"PC(40:2)",-5.50520911098051,-3.51325864383693
"PC(40:3)",-5.46023156373573,-3.46826212356309
"PC(40:4)",-4.59589355249938,-2.6127373599428
"PC(40:5)",-3.6946232647331,-1.20408329617232
"PC(40:6)",-0.495241619598359,2.86566656628901
"PC(40:7)",-4.16681121144861,2.85082635238772
