"lipid","log2FC","minus_log10_pvalue","lipid_class"
"PC(O-32:0)",0.674938310418558,0.714442690992226,"PC"
"PE(39:4)",0.473644193991458,0.31069114087638,"PE"
"PE(O-40:4)",-1.73842557875065,0.818156412055227,"PE"
"PE(O-40:4)",-1.30150463905264,0.679853713888946,"PE"
"PE(O-40:3)",-1.38060690511887,0.632644078973981,"PE"
"PE(O-40:3)",-1.78700948350232,0.860120913598763,"PE"
"HexCer(40:1)",0.0342214285941687,0.0109953843014632,"HEXCER"
"Cer(46:0)",0.212835389074979,0.247951552180562,"CER"
"SM(36:4)",1.04227276156508,0.324221658325915,"SM"
"PE(O-40:2)",-1.47203358883998,0.623423042943488,"PE"
"PE(O-40:2)",-1.42533346397347,0.600326278518962,"PE"
"SM(36:3)",1.81460645035839,0.555955204081924,"SM"
"FA(16:2)",1.45993518885842,1.30627305107635,"FA"
"PE(40:8)",2.10140974817642,2.14752000636314,"PE"
"HexCer(36:1)",0.88209491588162,0.444905551421681,"HEXCER"
"PE(O-40:1)",-1.34443009889694,0.602059991327962,"PE"
"SM(36:2)",0.557447172818922,0.228412519118745,"SM"
"PE(40:7)",1.22977851073868,1.15676722190199,"PE"
"PC(32:2)",0.971212045144952,0.586700235918748,"PC"
"PE(O-41:7)",-0.317728771619453,0.166215625343521,"PE"
"SM(36:1)",0.346829691859931,0.188424994129407,"SM"
"PE(40:6)",1.29359661620022,0.826813731587726,"PE"
"PC(32:1)",0.820333489197914,1.03338901331807,"PC"
"PE(O-41:6)",-1.268160438575,0.684029654543082,"PE"
"SM(36:0)",2.24498964170519,1.16430942850757,"SM"
"PE(40:5)",1.16181188438354,1.02826040911222,"PE"
"PC(32:0)",-0.0288168037439114,0.0222763947111523,"PC"
"HexCer(34:0)",-1.25412261035536,0.818156412055227,"HEXCER"
"PE(40:4)",0.204955783571659,0.10790539730952,"PE"
"PE(40:4)",1.54433104974131,1.45222529461218,"PE"
"PE(O-41:4)",-1.13854002233253,0.539102157243452,"PE"
"PE(O-41:4)",-1.73157340650258,0.801342913045577,"PE"
"PE(O-41:3)",-1.53475881635733,0.647817481888638,"PE"
"HexCer(41:1)",-0.0464427496588442,0.0172766123314547,"HEXCER"
"Cer(47:0)",0.00798195572413718,0.00700490156865849,"CER"
"PC(O-34:4)",-1.03158383780236,0.756961951313706,"PC"
"PC(33:3)",-0.864500249974547,0.642065152999546,"PC"
"PE(O-42:8)",-0.575695628798911,0.322393047279507,"PE"
"PC(O-34:3)",-1.46033536503209,1.22402566887063,"PC"
"PC(33:2)",0.181453229460779,0.127843727251707,"PC"
"PE(O-42:7)",-0.425691797315114,0.20690839982342,"PE"
"FA(16:1)",1.1412534042409,1.04000516167158,"FA"
"PC(O-34:2)",-0.734939964308293,0.677780705266081,"PC"
"PC(O-34:2)",-0.361478077026881,0.276544327964814,"PC"
"SM(37:1)",2.75164832077714,0.756961951313706,"SM"
"PE(40:7)",-0.676793421024936,0.576754126063192,"PE"
"PE(41:6)",0.585404776554949,0.408935392973501,"PE"
"PC(33:1)",0.555564925067113,0.521433504406157,"PC"
"PE(O-42:6)",-1.17129008035683,0.542118103266008,"PE"
"PC(O-34:1)",0.168850557577262,0.106238237942057,"PC"
"PC(33:0)",-0.487486663074275,0.344861565188618,"PC"
"PE(O-42:5)",-1.41335261734866,0.714442690992226,"PE"
"PE(O-42:5)",-1.26969390765214,0.703334809738469,"PE"
"PC(O-34:0)",0.19541805588598,0.141462802430361,"PC"
"HexCer(42:3)",0.595225771828723,0.337242168318426,"HEXCER"
"PI(32:1)",-0.151174172368677,0.111259039317107,"PI"
"PE(O-42:4)",-1.68417778642059,0.730487055782084,"PE"
"PE(O-42:4)",-1.06472961645361,0.496209316942819,"PE"
"HexCer(42:2)",0.20011441178249,0.0767559813697235,"HEXCER"
"PI(32:0)",-2.14680730194727,2.14935376481693,"PI"
"PE(42:10)",1.56098098875944,1.1511952989482,"PE"
"PE(O-42:3)",-1.4518403791044,0.625251653989896,"PE"
"PE(O-42:3)",-1.40605897826806,0.703334809738469,"PE"
"HexCer(42:1)",0.137898645638099,0.0570004066339595,"HEXCER"
"SM(38:4)",3.77889897928474,0.98296666070122,"SM"
"PC(15:0_18:1(d7))",0.464814690299409,0.542118103266008,"PC"
"PC(34:4)",1.48778785343617,1.76700388960785,"PC"
"PC(34:4)",-0.353833344178199,0.224753740259764,"PC"
"PE(O-42:2)",-1.25211155059146,0.54821356447571,"PE"
"PE(O-42:2)",-1.55397894894918,0.568636235841013,"PE"
"PE(42:8)",3.19846649563983,1.26201267366657,"PE"
"PC(34:3)",1.34336342416615,1.71444269099223,"PC"
"PC(34:3)",0.376615815941648,0.375717904164332,"PC"
"HexCer(38:1)",0.926040712642081,0.354577730650908,"HEXCER"
"SM(38:2)",0.90003145413818,0.542118103266008,"SM"
"SM(38:2)",2.43366854582703,0.829738284605043,"SM"
"PE(42:7)",1.47491510025883,1.12436006299583,"PE"
"PC(34:2)",0.121364234967984,0.123782159408358,"PC"
"HexCer(40:0)",-1.00163033590756,0.503070351926785,"HEXCER"
"SM(38:1)",1.76352524948687,0.87942606879415,"SM"
"PC(34:1)",0.444827427037591,0.54515513999149,"PC"
"PI(33:2)",-1.02744668031823,0.809668301829709,"PI"
"PC(34:0)",-1.10975721946071,1.02410886359821,"PC"
"FA(16:0)",0.755531040207014,0.876148359032914,"FA"
"PC(O-36:5)",-1.00252664668557,0.892790030352132,"PC"
"PC(35:4)",-0.248976482249969,0.237321436272564,"PC"
"PC(O-36:4)",-0.237101163912332,0.1791420105603,"PC"
"PI(15:0_18:1(d7))",0.507881364950709,0.39040559077478,"PI"
"PC(35:3)",0.848858610924207,0.958607314841775,"PC"
"PE(O-44:8)",-0.493977727675766,0.262012673666569,"PE"
"PC(O-36:3)",0.840695161740825,0.761953896871205,"PC"
"PC(O-36:3)",0.287748433390195,0.277366077466188,"PC"
"HexCer(39:1)",-0.0921829969154722,0.0329202658555029,"HEXCER"
"SM(39:2)",1.87317471315938,1.07727454200674,"SM"
"PE(42:8)",-0.090871348957311,0.0746879085003505,"PE"
"PC(34:3)",2.60529603838179,1.32330639037513,"PC"
"PC(35:2)",-0.248967562752693,0.159893905543242,"PC"
"PE(O-44:7)",-0.775990548941895,0.363512103646635,"PE"
"PE(O-44:7)",-0.160427485502382,0.0680338852718274,"PE"
"PC(O-36:2)",-1.13226108978724,0.752026733638193,"PC"
"PI(34:3)",-0.364910827226932,0.26440110030182,"PI"
"SM(39:1)",0.956898757520317,0.500312917381596,"SM"
"PC(34:2)",1.85554458245776,1.02136305161553,"PC"
"PC(35:1)",0.331972991898056,0.275724130399211,"PC"
"PE(O-44:6)",-0.907403541336905,0.411168274405793,"PE"
"PC(O-36:1)",-0.856614182615242,0.511449283499556,"PC"
"PI(34:2)",-0.558182052985931,0.522878745280338,"PI"
"SM(40:7)",1.7157751643587,0.370590400897281,"SM"
"SM(39:0)",1.31390320867239,0.517126416391246,"SM"
"PC(34:1)",0.444825628371159,0.267606240177031,"PC"
"PE(O-44:5)",-1.21735455283969,0.518557371497695,"PE"
"PC(O-36:0)",-0.967781783495397,0.598599459218456,"PC"
"PI(34:1)",-0.878920537500697,0.782516055786094,"PI"
"SM(40:6)",1.41427711205326,0.161150909262745,"SM"
"PC(36:6)",1.02776739175935,1.30715308072277,"PC"
"PC(36:6)",0.776344317102456,0.507239610973163,"PC"
"PE(O-44:4)",-0.889462378177733,0.388276691992658,"PE"
"PI(34:0)",-1.58213988775582,1.38090666937326,"PI"
"PC(36:5)",-0.120094872635786,0.0710923097560473,"PC"
"PC(36:5)",0.55121221499234,0.42021640338319,"PC"
"PC(36:5)",0.363243856538059,0.380906669373257,"PC"
"SM(40:4)",2.04845356248284,0.714442690992226,"SM"
"PC(36:4)",-0.035068292206244,0.0400051616715838,"PC"
"PC(36:4)",-0.319030655510137,0.299296282854981,"PC"
"HexCer(40:2)",1.00916957012058,0.385102783966865,"HEXCER"
"SM(40:3)",1.94346080099792,1.17457388223218,"SM"
"PC(36:3)",-0.0585264830240995,0.0634862575211067,"PC"
"PC(36:3)",0.0248989990683128,0.0222763947111523,"PC"
"HexCer(42:1)",-1.37121379177786,0.752026733638193,"HEXCER"
"HexCer(40:1)",0.0603581629273897,0.0195421077238999,"HEXCER"
"PI(35:4)",-0.198341730923129,0.130181792020672,"PI"
"PI(O-36:4)",-0.488101211101728,0.342944147142896,"PI"
"SM(40:2)",3.94666298119699,1.0695604052333,"SM"
"SM(40:2)",0.757374814455797,0.413412695328245,"SM"
"PC(36:2)",-0.15606476897257,0.157390760389438,"PC"
"HexCer(42:0)",-0.550649539347436,0.279014255846261,"HEXCER"
"PI(35:3)",1.34581439527263,0.991399828238082,"PI"
"SM(40:1)",1.02907919125598,0.669586226650809,"SM"
"PC(36:1)",0.0860172544603657,0.0670191780768018,"PC"
"PI(35:2)",-1.24449808336765,0.98296666070122,"PI"
"SM(40:0)",1.81344445345678,0.769551078621726,"SM"
"PC(O-38:7)",-0.306229228396454,0.298432014944073,"PC"
"PC(37:6)",0.632948861135873,0.447331783887807,"PC"
"PC(O-38:6)",-0.388620388274447,0.303643611266668,"PC"
"PC(O-38:6)",0.0760146853064931,0.0565054840938974,"PC"
"PC(O-38:6)",-0.127814327990745,0.0925886392254138,"PC"
"PC(37:5)",0.124526591182853,0.0963674839157623,"PC"
"PC(O-38:5)",-0.653309220397784,0.450996737974212,"PC"
"PC(37:4)",0.000777332181883139,0.000434511774017692,"PC"
"PC(O-38:4)",-0.164875785669398,0.111259039317107,"PC"
"PC(O-38:4)",-0.513949265948423,0.348721986001856,"PC"
"PC(O-38:4)",0.831523147385589,0.75448733218585,"PC"
"HexCer(41:2)",0.0621848231430064,0.0245681914907371,"HEXCER"
"HexCer(41:2)",0.17100396545267,0.0830199526796178,"HEXCER"
"PI(36:5)",1.47893039529874,0.899629454882437,"PI"
"PI(36:5)",0.792788324797531,0.647817481888638,"PI"
"SM(41:3)",0.970864188915929,0.647817481888638,"SM"
"PE(44:9)",-0.527561020771738,0.806875401645538,"PE"
"PC(37:3)",-0.500884746180688,0.698970004336019,"PC"
"PC(37:3)",0.0837702716383575,0.0660068361687577,"PC"
"PE(O-46:8)",-0.279883071446118,0.122053048370812,"PE"
"PC(O-38:3)",-0.518820336838658,0.324221658325915,"PC"
"PC(O-38:3)",-0.961907117224246,0.581698708680255,"PC"
"PC(O-38:3)",-0.395045080098406,0.224025668870631,"PC"
"HexCer(41:1)",-0.0332320736288096,0.0127807700919951,"HEXCER"
"PI(36:4)",1.46844507434026,1.05700040663396,"PI"
"PI(36:4)",0.135480606776337,0.122628654130226,"PI"
"SM(41:2)",1.00520361429912,0.58838029403677,"SM"
"SM(41:2)",0.508270478356298,0.300162274132754,"SM"
"PC(37:2)",-0.905982578636287,0.694648630553376,"PC"
"PE(O-46:7)",-0.789236979521981,0.365522729839268,"PE"
"PC(O-38:2)",-1.32407203313185,0.812479279163537,"PC"
"PI(36:3)",-0.212817980921823,0.169411331314856,"PI"
"PI(36:3)",1.19850232985453,1.08460016478773,"PI"
"SM(41:1)",0.921171112743835,0.651695136951839,"SM"
"PC(37:1)",-0.327933054955565,0.20342566678957,"PC"
"PC(O-38:1)",-1.10905860990767,0.570247719997592,"PC"
"PI(36:2)",-1.37429286968882,1.01502287358451,"PI"
"SM(42:7)",3.43021589686429,1.20411998265592,"SM"
"SM(42:7)",3.63596944704519,1.08512818245995,"SM"
"SM(41:0)",0.797342587824588,0.528708288941061,"SM"
"PC(38:7)",0.327065705149309,0.243363891754152,"PC"
"PC(38:7)",1.1627128309005,1.69897000433602,"PC"
"PC(O-38:0)",-0.996918182590168,0.533132379645891,"PC"
"PI(36:1)",-2.30813757521648,2.00480370840282,"PI"
"SM(42:6)",4.95969685496525,1.08407278830288,"SM"
"PC(38:6)",0.466207511602391,0.600326278518962,"PC"
"PC(38:6)",-0.447567531479404,0.493494967595128,"PC"
"HexCer(42:4)",1.27972330386408,0.665546248849069,"HEXCER"
"SM(42:5)",3.51287201875237,0.950781977329818,"SM"
"PC(38:5)",0.255458094047327,0.35261702988538,"PC"
"PC(38:5)",0.242728019552086,0.243363891754152,"PC"
"HexCer(42:3)",0.656528850897629,0.396855627379818,"HEXCER"
"PI(O-38:6)",-1.18108136522791,0.798602875679548,"PI"
"SM(42:4)",0.99619698755604,0.630784142589857,"SM"
"SM(42:4)",0.888009795735204,0.701146923590293,"SM"
"PC(38:4)",-0.0805916929664576,0.0830199526796178,"PC"
"PC(38:4)",0.14259672818438,0.138465589140962,"PC"
"PC(38:4)",0.319203015478784,0.434152181326482,"PC"
"HexCer(42:2)",0.311593314938708,0.134303940083929,"HEXCER"
"PI(37:5)",0.992037314232288,0.54515513999149,"PI"
"SM(42:3)",0.944669324550603,0.777283528852417,"SM"
"PC(38:3)",-0.0812102392876746,0.0752040042020878,"PC"
"PC(38:3)",0.080622685955241,0.0685421293109949,"PC"
"HexCer(42:1)",0.234546655244202,0.102372908709559,"HEXCER"
"PI(37:4)",0.326725884948122,0.212539525481585,"PI"
"PI(O-38:4)",-0.981258710592851,0.442492798094342,"PI"
"FA(17:2)",0.714519527896183,0.616184634019569,"FA"
"SM(42:2)",0.900069169628548,0.705533773838407,"SM"
"PC(38:2)",-0.462888911597563,0.326058001365912,"PC"
"HexCer(42:0)",-0.158377206230519,0.0877779434675845,"HEXCER"
"PI(37:3)",0.502940777306964,0.30189945437661,"PI"
"PI(37:3)",-0.161860914568898,0.0969100130080564,"PI"
"SM(42:1)",1.05435730762067,0.832682665251824,"SM"
"SHexCer(40:3)",-0.030701758289716,0.0731432910503077,"HEXCER"
"PC(O-40:8)",0.0818129097703668,0.0550240915879521,"PC"
"PC(38:1)",-0.444974954890732,0.410050398674292,"PC"
"PI(37:2)",-1.98509920653997,1.90308998699194,"PI"
"SM(42:0)",1.26833271378134,0.844663962534938,"SM"
"PC(39:7)",0.553252936476024,0.610833915635468,"PC"
"HexCer(40:0)",-1.47051962247587,0.950781977329818,"HEXCER"
"PI(36:2)",-0.715302776931555,0.373659632624958,"PI"
"PC(39:6)",0.320466026322539,0.271646217978772,"PC"
"PC(O-40:6)",-0.444058539969859,0.275724130399211,"PC"
"PC(O-40:6)",-0.0968490936823798,0.0700704399154121,"PC"
"PI(38:7)",2.57792981475258,0.882728704344236,"PI"
"PC(39:5)",0.425662063983335,0.436518914605589,"PC"
"PC(O-40:5)",-0.743136532320801,0.387216143280265,"PC"
"PC(O-40:5)",0.0212640445722059,0.0141246426916063,"PC"
"TG(50:5)",-1.25924459326999,0.614393726401688,"TG"
"PC(41:6)",-3.47981899583484,0.43297363384094,"PC"
"PC(O-42:6)",-2.73231115759071,1.14691047014813,"PC"
"TG(50:2)",-2.17330367760712,0.943095148663527,"TG"
"TG(O-51:2)",-2.11637839326394,1.26841123481326,"TG"
"SM(43:2)",-0.637520406774282,0.413412695328245,"SM"
"TG(50:4)",-0.751781576738583,0.473660722610156,"TG"
"PI(34:3)",0.457601336753694,0.129596094720973,"PI"
"PC(41:5)",-2.9985923183061,0.578396073130169,"PC"
"PC(O-42:5)",-2.49878242491985,1.29929628285498,"PC"
"TG(50:1)",-2.14625132138862,0.801342913045577,"TG"
"TG(O-51:1)",-1.59795465797701,0.774690718274137,"TG"
"SM(43:1)",-0.755855093510704,0.336299074610352,"SM"
"TG(50:3)",-0.566043179892073,0.649751981665837,"TG"
"PC(40:8)",-1.28847734783026,1.16494389827988,"PC"
"PI(34:2)",-2.11006971848589,0.97469413473523,"PI"
"PC(O-42:4)",-2.42245063391095,1.26921772433361,"PC"
"CAR(12:0)",1.4706059106198,0.853871964321762,"FA"
"TG(O-51:0)",-1.6059952692135,0.835647144215563,"TG"
"TG(50:2)",-0.596542048910965,0.832682665251824,"TG"
"PC(40:7)",-0.530288715190494,0.54515513999149,"PC"
"PC(42:10)",-1.8880608169049,0.667561540084395,"PC"
"PC(O-42:3)",-2.47220542966541,1.32513885926219,"PC"
"TG(50:1)",0.471825338092653,0.777283528852417,"TG"
"PC(40:6)",0.233053146291063,1.42596873227228,"PC"
"PC(42:9)",-0.810229786045895,0.349692476868064,"PC"
"PC(O-42:2)",-2.334536394467,1.17198493577602,"PC"
"TG(51:5)",-3.75835621132675,1.42481215507234,"TG"
"TG(O-52:5)",-5.27603984207301,1.96257350205938,"TG"
"TG(50:0)",-0.44672360301416,0.216096420727265,"TG"
"PC(40:5)",-2.44649635634192,0.375717904164332,"PC"
"PC(42:8)",0.322535017201162,0.305394801066431,"PC"
"PE(P-46:7)",-1.98769378648836,1.1249387366083,"PE"
"PC(O-42:1)",-2.08989273743127,1.19791074211827,"PC"
"TG(51:4)",-3.14401983816053,1.21253952548158,"TG"
"TG(O-52:4)",-3.72079343629127,2.68193666503724,"TG"
"TG(51:6)",-1.59802994301529,0.484126156288321,"TG"
"Hex2Cer(34:2)",-1.31293211514207,0.686132779630847,"SM"
"PC(40:4)",-1.78684199596236,0.954677021213343,"PC"
"PC(42:7)",-2.99344833437268,0.417936637088291,"PC"
"TG(51:3)",-3.04534958922595,1.16304326294045,"TG"
"TG(O-52:3)",-2.92260556499781,2.89619627904404,"TG"
"TG(51:5)",-3.60935621957192,2.0301183562535,"TG"
"PC(40:3)",-1.9277885865243,1.54821356447571,"PC"
"PC(42:6)",-1.97990509405983,1.08777794346758,"PC"
"TG(52:9)",2.21263891301359,0.94692155651658,"TG"
"TG(50:3)",-4.2100702751092,0.860120913598763,"TG"
"TG(51:2)",-3.19472028036364,1.21752737583371,"TG"
"TG(O-52:2)",-3.30807098541589,1.79860287567955,"TG"
"SM(44:2)",-0.441558544989817,0.224753740259764,"SM"
"TG(51:4)",-2.19814421350998,1.30980391997149,"TG"
"TG(O-52:4)",-2.86382038076174,1.86966623150499,"TG"
"PI(35:3)",-0.432997917749674,0.101274818410506,"PI"
"PC(40:2)",-2.44714770024188,1.51144928349956,"PC"
"PC(42:5)",-1.74038544636164,1.0584885673656,"PC"
"PC(O-43:5)",-2.54497865729894,1.40671393297954,"PC"
"TG(52:8)",2.19154689100644,0.98296666070122,"TG"
"TG(51:1)",-2.82593978212541,1.01010543628123,"TG"
"TG(O-52:1)",-2.20113740394146,1.04191415147891,"TG"
"TG(51:3)",-1.78739053900856,1.04866248120408,"TG"
"DG(52:3)",0.227663800972522,0.121478204498793,"DG"
"PI(35:2)",-2.97971232753295,1.58502665202918,"PI"
"PC(40:1)",-0.599891044272869,0.293282217663241,"PC"
"PC(42:4)",-2.91680716211674,1.35457773065091,"PC"
"TG(52:7)",0.0306781775537068,0.0101054362812269,"TG"
"TG(51:0)",-2.01425837444693,0.96657624451305,"TG"
"TG(O-52:0)",-1.20286573873215,0.507239610973163,"TG"
"TG(52:9)",2.33789788269116,1.05256627811295,"TG"
"TG(51:2)",-2.20366591549019,1.15490195998574,"TG"
"TG(O-52:2)",-2.65840251115327,1.70114692359029,"TG"
"PC(42:3)",-2.1198031923246,1.39902710431325,"PC"
"TG(52:6)",-1.72435887789737,0.619788758288394,"TG"
"TG(52:8)",2.22476172352031,0.954677021213343,"TG"
"TG(51:1)",-2.01988342733489,1.01592296609717,"TG"
"TG(O-52:1)",-1.7779043620663,0.939302159646388,"TG"
"PC(41:6)",0.480949104826497,0.910094888560602,"PC"
"PC(42:2)",-2.30352654675516,1.2298847052129,"PC"
"TG(52:5)",-3.00658577947468,1.19314197048118,"TG"
"TG(52:7)",0.219030814903327,0.0777937225609836,"TG"
"TG(O-52:0)",-0.845108244331477,0.419075024324381,"TG"
"PC(O-44:8)",-2.59176373004912,1.13253251214095,"PC"
"PC(42:1)",-1.79142135506445,0.954677021213343,"PC"
"TG(52:4)",-1.88405581787827,1.04963514562388,"TG"
"TG(52:6)",-1.52168777633097,0.707743928643524,"TG"
"PI(36:5)",-1.01304889872249,0.431798275933005,"PI"
"PC(O-44:7)",-2.63483008311908,1.20411998265592,"PC"
"TG(52:3)",-1.83059930567676,1.0301183562535,"TG"
"TG(O-53:3)",-1.64929349355739,0.832682665251824,"TG"
"TG(52:5)",-0.702117355787287,0.505845405981557,"TG"
"PC(42:10)",-1.89810086230631,0.663540266151471,"PC"
"PI(36:4)",-1.55405748621184,0.75448733218585,"PI"
"PC(O-44:6)",-2.18697314854279,1.18708664335714,"PC"
"TG(52:2)",-2.63210103703318,1.09258863922541,"TG"
"TG(O-53:2)",-2.26928290369599,1.29670862188134,"TG"
"TG(52:4)",0.184748205328013,1.12378215940836,"TG"
"PC(44:12)",-1.60442286856935,0.663540266151471,"PC"
"PI(36:3)",-0.600494088308157,0.231361898752386,"PI"
"PC(O-44:5)",-2.29907192566593,1.24565166428898,"PC"
"TG(52:1)",-3.03615703649439,0.886056647693163,"TG"
"TG(O-53:1)",-1.55088426253471,0.806875401645538,"TG"
"PI(36:5)",-0.859957867568511,0.415668775632469,"PI"
"TG(52:3)",0.563647071432918,1.47886191629596,"TG"
"PI(36:2)",-2.74972261075851,1.44977164694491,"PI"
"PC(O-44:4)",-2.31608703295177,1.16494389827988,"PC"
"TG(52:0)",-1.70540444131801,0.653647025549361,"TG"
"TG(O-53:0)",-0.927940655914806,0.575118363368933,"TG"
"PI(36:4)",-0.651580983198542,0.539102157243452,"PI"
"TG(52:2)",-0.0103894976083154,0.0324520237811379,"TG"
"TG(O-53:2)",-1.8489993903722,1.21824462534753,"TG"
"PI(36:1)",-1.86232677817145,2.13786862068696,"PI"
"PC(O-44:3)",-1.9699863595146,1.08777794346758,"PC"
"TG(53:6)",-3.07484282054345,1.2298847052129,"TG"
"PI(36:3)",-0.335902418373756,0.164309428507574,"PI"
"TG(52:1)",-1.37910429181038,0.595166283380062,"TG"
"PC(42:6)",-1.83426179459501,1.05998184499234,"PC"
"CAR(13:1)",1.48876362758866,0.896196279044043,"FA"
"TG(O-54:5)",-1.34210422247937,0.787812395596042,"TG"
"TG(52:0)",-1.17936445665346,0.537602002101044,"TG"
"PC(42:5)",-0.985565870486898,0.540607512240769,"PC"
"TG(53:4)",-2.29717316303402,1.03151705144606,"TG"
"TG(O-54:4)",-3.82640078886967,2.33161408331,"TG"
"TG(53:6)",-2.91772937023119,1.44129142946683,"TG"
"CAR(13:0)",1.57558365679806,0.863279432843593,"FA"
"PI(37:5)",-0.855773360711552,0.191114132640188,"PI"
"PC(44:7)",-2.00564282518086,1.30980391997149,"PC"
"PC(42:4)",-2.6977133292791,1.3829996588791,"PC"
"TG(54:10)",2.13583447144063,0.958607314841775,"TG"
"TG(53:3)",-2.8926916571101,1.09474395125155,"TG"
"TG(O-54:3)",-3.1048326487837,1.59859945921846,"TG"
"TG(53:5)",-1.79689971138388,1.20551195334083,"TG"
"PI(37:4)",-1.32347369855054,0.829738284605043,"PI"
"PC(42:3)",-1.9913722408244,1.38933983691012,"PC"
"PC(44:6)",-2.66158819801711,1.39794000867204,"PC"
"TG(54:9)",1.16908092009225,0.47755576649368,"TG"
"TG(53:2)",-3.10049881458184,1.22548303427145,"TG"
"TG(O-54:2)",-2.48926548889752,1.34678748622466,"TG"
"TG(53:4)",-1.10226723558539,0.739928612014925,"TG"
"TG(O-54:4)",-3.31771654837941,3.0695604052333,"TG"
"PI(37:3)",-1.77667961915035,1.40340290437354,"PI"
"PC(42:2)",-2.28112803181079,1.19654288435159,"PC"
"PC(44:5)",-2.12651839527668,1.00656376950239,"PC"
"TG(54:8)",-0.441470071120847,0.159266765388193,"TG"
"TG(53:1)",-3.09389886540067,0.987162775294828,"TG"
"TG(O-54:1)",-1.70470323252746,0.835647144215563,"TG"
"TG(53:3)",-1.9124517891428,1.1518108830086,"TG"
"TG(O-54:3)",-2.45011066580967,1.5003129173816,"TG"
"PI(37:2)",-3.97140383841703,1.70996538863748,"PI"
"PC(44:4)",-2.2423851443942,0.991399828238082,"PC"
"TG(54:7)",-4.10743629397699,1.66354026615147,"TG"
"TG(53:0)",-2.0037025648869,1.3585258894959,"TG"
"TG(O-54:0)",-0.589032567738659,0.280668713016273,"TG"
"PI(37:4)",-0.208683693162786,0.204119982655925,"PI"
"TG(54:9)",1.27640899151064,0.575118363368933,"TG"
"TG(53:2)",-2.29605320555925,1.44129142946683,"TG"
"TG(O-54:2)",-2.04230709371772,1.18111458540599,"TG"
"TG(54:6)",-2.74034833871114,1.21968268785985,"TG"
"TG(54:8)",-0.389758608222639,0.151810883008601,"TG"
"TG(53:1)",-2.5709117921619,0.863279432843593,"TG"
"TG(54:5)",-1.67962676321982,0.954677021213343,"TG"
"TG(54:7)",-2.80104386912335,1.45717457304082,"TG"
"TG(O-54:0)",-0.473859356988513,0.251037138743839,"TG"
"PI(38:6)",-1.65528958309149,0.795880017344075,"PI"
"PC(O-46:8)",-1.91496644123254,0.97061622231479,"PC"
"TG(54:4)",-1.39063243946738,0.826813731587726,"TG"
"TG(54:6)",-0.583303457029441,0.769551078621726,"TG"
"PI(38:5)",0.214738632471047,0.0695604052332999,"PI"
"PC(O-46:7)",-1.94956428554933,1.12205304837081,"PC"
"TG(55:10)",0.930753052062453,0.309803919971486,"TG"
"TG(54:3)",-2.04538923565823,0.928117992693875,"TG"
"TG(O-55:3)",-1.36468691790225,0.714442690992226,"TG"
"TG(54:5)",0.149301843317463,0.335358024443874,"TG"
"PI(38:4)",-0.76578761981137,0.98296666070122,"PI"
"TG(55:9)",-0.071937474295364,0.0213630516155257,"TG"
"TG(54:2)",-3.17093347561273,1.09963287134353,"TG"
"TG(O-55:2)",-1.53108110717542,0.943095148663527,"TG"
"PI(38:6)",-1.57450028141981,0.730487055782084,"PI"
"TG(54:4)",0.0657562724610941,0.143271109617117,"TG"
"PI(38:3)",-1.95156787135539,1.0301183562535,"PI"
"TG(55:8)",-1.54893947220204,0.581698708680255,"TG"
"TG(O-56:8)",-1.86997549737459,1.00833099262005,"TG"
"TG(54:1)",-3.25097323283106,1.01547268665621,"TG"
"TG(O-55:1)",-1.10588609814503,0.643974142806877,"TG"
"PI(38:5)",0.214198642475477,0.153662887870195,"PI"
"TG(54:3)",-0.15528349921097,0.247183568811729,"TG"
"TG(55:7)",-1.16587749331982,0.530177984021837,"TG"
"TG(O-56:7)",-1.12584208080301,0.411168274405793,"TG"
"TG(54:0)",-2.05917675268503,1.23433144524099,"TG"
"TG(O-55:0)",-0.736462421324696,0.511449283499556,"TG"
"PI(38:4)",0.230608617218209,1.44733178388781,"PI"
"TG(54:2)",-1.63444231950833,0.889410289700751,"TG"
"TG(54:7)",-2.26437650457019,0.492144128304169,"TG"
"TG(55:6)",-1.61857539148511,0.752026733638193,"TG"
"TG(O-56:6)",-1.08868462031914,0.346787486224656,"TG"
"Cer(60:4)",-2.07418931977412,0.869666231504994,"CER"
"PI(38:3)",-0.838915714696917,1.60730304674033,"PI"
"TG(55:8)",-1.34772415260562,0.730487055782084,"TG"
"TG(54:1)",-2.67069475365699,0.978810700930062,"TG"
"TG(56:12)",1.82609868074993,0.774690718274137,"TG"
"TG(54:6)",-7.17688082338378,2.72353819582676,"TG"
"TG(55:5)",-1.52560786840862,1.00568284733036,"TG"
"TG(O-56:5)",-0.917920115326933,0.412289034981089,"TG"
"TG(56:11)",1.3680408461632,0.602059991327962,"TG"
"TG(54:5)",-6.92760139517808,2.51427857351842,"TG"
"TG(55:4)",-2.15241635331244,0.931814138253838,"TG"
"TG(O-56:4)",-2.43891354545808,1.23957751657679,"TG"
"TG(O-56:6)",-0.426508491839865,0.155522824254319,"TG"
"PI(39:5)",0.670153215636454,0.254925208417942,"PI"
"PC(44:4)",-2.27869820332436,1.1249387366083,"PC"
"PC(46:7)",-2.22165043117935,1.43415218132648,"PC"
"TG(55:3)",-2.47276906578995,1.11861534322943,"TG"
"TG(O-56:3)",-2.210406923723,1.13076828026902,"TG"
"PI(39:4)",-1.54026964612791,0.853871964321762,"PI"
