"lipid","log2FC","minus_log10_pvalue","lipid_class"
"PI(40:4)",0.2255476262252,0.139661993429006,"PI"
"PI(40:4)",-0.243673775428665,0.219682687859849,"PI"
"PC(42:9)",0.771092590567442,0.812479279163537,"PC"
"PC(41:2)",-0.937829322818214,0.609064892896621,"PC"
"PC(O-42:2)",-0.522411800486822,0.24184537803261,"PC"
"PC(42:8)",1.57698136521679,1.41116827440579,"PC"
"FA(16:0)",0.888200642981328,0.701146923590293,"FA"
"Hex2Cer(34:2)",0.1325928795614,0.0486624812040823,"SM"
"PC(42:7)",0.785835750781427,0.730487055782084,"PC"
"PC(42:6)",0.0562426654117019,0.0268721464003014,"PC"
"PC(42:5)",0.733684898679414,0.462180904926726,"PC"
"PC(42:4)",-0.813377661378293,0.562249437179612,"PC"
"PC(42:4)",0.194113925261906,0.0996328713435297,"PC"
"PC(42:3)",-0.211740225474816,0.118615343229427,"PC"
"PC(42:2)",-0.517709325467983,0.304518323509803,"PC"
"PC(O-44:8)",-0.501624306081187,0.257274868695302,"PC"
"PC(42:1)",0.0862964188161932,0.0501222959631252,"PC"
"PC(O-44:7)",-0.529348824841527,0.30715308072277,"PC"
"PC(O-44:6)",-0.255673046443565,0.151810883008601,"PC"
"PC(O-44:6)",-0.347344281212955,0.133712660915805,"PC"
"PC(O-44:5)",-0.470084737797531,0.255707016877324,"PC"
"PC(O-44:4)",-0.447302062086482,0.188424994129407,"PC"
"PC(44:6)",-0.803280731796818,0.438898616350944,"PC"
"PC(44:6)",-0.0238534797803389,0.0118871597316481,"PC"
"PC(44:5)",-0.347232364553342,0.247951552180562,"PC"
"PC(44:4)",-0.508180672634001,0.341988603342888,"PC"
"PC(44:2)",-1.12264167149394,0.835647144215563,"PC"
"PC(46:7)",0.0360849934971199,0.0172766123314547,"PC"
"PC(46:6)",-0.431281324382923,0.213248577854439,"PC"
"PC(46:4)",-0.617951250696311,0.302770657240282,"PC"
"Cer(66:14)",-1.72328018673344,1.31069114087638,"CER"
"FA(18:1)",1.05101817129685,1.19586056766465,"FA"
"Cer(68:16)",-0.698802147255812,0.469800301796918,"CER"
"Cer(68:14)",-2.39156812729768,1.21681130892474,"CER"
"SM(52:3)",0.064898778041421,0.0204516252959049,"SM"
"Hex2Cer(42:2)",1.4268859979613,0.860120913598763,"SM"
"Hex2Cer(42:1)",1.74509806173518,0.882728704344236,"SM"
"FA(18:0)",0.640906438495175,0.667561540084395,"FA"
"Hex3Cer(34:1)",0.2997520965021,0.161780778092374,"SM"
"SM(56:2)",0.377464055155176,0.119186407719209,"SM"
"SM(58:4)",0.78729600514929,0.440093374963888,"SM"
"SM(58:3)",0.379287475335463,0.154901959985743,"SM"
"SM(58:2)",0.117805510669182,0.048176964684088,"SM"
"FA(16:1)",2.03600484637326,2.34198860334289,"FA"
"SM(60:5)",0.252034537297003,0.102372908709559,"SM"
"SM(60:4)",0.202192307873364,0.0963674839157623,"SM"
"SM(60:3)",0.044930782598211,0.0177287669604316,"SM"
"FA(19:4)",1.12689073765881,0.872895201635192,"FA"
"FA(19:3)",1.27580401136536,0.96657624451305,"FA"
"FA(19:2)",1.40663817388138,1.3777859770337,"FA"
"FA(19:1)",1.71259691370692,1.52724355068279,"FA"
"FA(19:0)",0.783514618599664,0.632644078973981,"FA"
"FA(20:5)",1.14090906140401,1.00921730819686,"FA"
"FA(20:4)",0.903974820449509,0.767003889607846,"FA"
"FA(20:3)",1.00358429949589,0.892790030352132,"FA"
"FA(20:2)",1.49621487341594,1.38195190328791,"FA"
"FA(20:1)",1.18348984974206,0.860120913598763,"FA"
"FA(20:0)",0.333302302226343,0.266000713461613,"FA"
"FA(21:4)",0.808289823228446,0.54821356447571,"FA"
"FA(21:1)",1.1491592276071,0.774690718274137,"FA"
"FA(21:0)",-0.0926305512806138,0.0565054840938974,"FA"
"FA(22:6)",1.4035914207103,1.28903688100472,"FA"
"FA(22:5)",1.17903401590159,0.913640169325252,"FA"
"FA(22:5)",1.54313270333588,1.36653154442041,"FA"
"FA(22:4)",1.5511606600393,1.33913452199613,"FA"
"NATau(14:1)",3.88634253030218,1.37986394502624,"FA"
"FA(22:3)",1.1693520495093,0.886056647693163,"FA"
"FA(22:3)",1.09833756394464,1.00700490156866,"FA"
"FA(22:2)",1.80939738520503,1.35261702988538,"FA"
"FA(22:1)",0.953100249264885,0.581698708680255,"FA"
"FA(13:1)",1.54610758396326,0.896196279044043,"FA"
"FA(22:0)",-0.334801293170859,0.283162276700476,"FA"
"FA(20:1)",-0.610281752600699,0.559090917934782,"FA"
"FA(22:6)",4.38472749898968,1.83863199776503,"FA"
"FA(22:5)",1.34852657818666,1.04914854111145,"FA"
"FA(23:1)",0.250157500127042,0.104577453960592,"FA"
"FA(23:0)",-0.449938270496361,0.442492798094342,"FA"
"FA(24:6)",1.02290524110532,0.954677021213343,"FA"
"FA(24:5)",2.80046699290804,1.95078197732982,"FA"
"FA(24:5)",0.917547309257095,0.602059991327962,"FA"
"FA(24:4)",2.10623018100236,1.47366072261016,"FA"
"FA(24:2)",1.67296893502364,0.790484985457369,"FA"
"FA(24:1)",0.898637798646231,0.452225294612177,"FA"
"FA(24:0)",-0.333201789921283,0.342944147142896,"FA"
"FA(25:1)",0.35039978969224,0.155522824254319,"FA"
"FA(25:0)",-0.776271359319505,0.630784142589857,"FA"
"FA(26:6)",1.83348050770605,1.78251605578609,"FA"
"FA(26:5)",1.21125270074376,0.826813731587726,"FA"
"NATau(18:2)",1.62715536893941,1.59687947882418,"FA"
"FA(26:4)",1.69416650923302,0.928117992693875,"FA"
"NATau(18:1)",2.54075949614408,2.42250820016277,"FA"
"NATau(18:0)",1.53920547369516,1.1765257708297,"FA"
"FA(26:2)",1.22420212980122,0.688246138944246,"FA"
"FA(26:1)",0.351004196230082,0.148130399270234,"FA"
"FA(26:0)",-0.681637640027756,0.596879478824182,"FA"
"ST(24:1)",0.511797303768024,0.0867160982395816,"ST"
"FA(27:0)",-0.576903954187188,0.651695136951839,"FA"
"NATau(20:4)",1.7260327260847,1.35556141053216,"FA"
"FA(28:1)",-0.486268701851731,0.223298816011589,"FA"
"FA(28:0)",-0.60617368490837,0.747146969020107,"FA"
"NATau(22:6)",2.97387718558655,2.02365002099673,"FA"
"LPE(O-16:1)",1.05673033136841,0.924453038607469,"LPE"
"FA(29:0)",-1.14206864385175,1.3829996588791,"FA"
"FA(30:1)",-1.54253005902629,0.856985199745905,"FA"
"LPE(16:1)",0.368145965767241,0.368556230986828,"LPE"
"FA(30:0)",-1.3174874395951,1.66554624884907,"FA"
"LPE(16:0)",-0.0712219591671932,0.039529222465701,"LPE"
"FA(31:1)",-2.80572383612341,0.962573502059376,"FA"
"LPE(O-18:1)",0.764540535672673,0.518557371497695,"LPE"
"ST(27:1)",0.0710780584179744,0.0362121726544447,"ST"
"LPE(17:0)",-0.2363568201683,0.166852888087215,"LPE"
"LPE(O-18:0)",-0.877350028299425,0.721246399047171,"LPE"
"ST(27:0)",-0.115971616176374,0.0496351456238769,"ST"
"NATau(24:1)",0.194321016048185,0.0920514783877277,"FA"
"LPE(18:3)",-1.25314011388091,1.17457388223218,"LPE"
"LPE(18:2)",-1.09957846766723,0.681936665037238,"LPE"
"ST(28:2)",-0.307331067310134,0.114638779968488,"ST"
"FA(32:1)",-2.84795102879302,1.37059040089728,"FA"
"LPE(18:1)",-0.34838288847979,0.272458742971444,"LPE"
"ST(28:1)",-0.245384539385061,0.114638779968488,"ST"
"FA(32:0)",-2.30428556641724,1.92445303860747,"FA"
"LPE(18:0)",-0.0987785225789004,0.0619809025237897,"LPE"
"LPE(18:1(d7))",0.327142889888588,0.251037138743839,"LPE"
"FA(34:9)",1.2079648861445,0.663540266151471,"FA"
"ST(29:2)",-0.459707199743196,0.258060922270801,"ST"
"ST(29:2)",-0.194792604314582,0.0798766737092761,"ST"
"FA(33:1)",-3.05319150152123,1.28650945690606,"FA"
"LPE(O-20:1)",0.416246928905462,0.266802734893431,"LPE"
"ST(29:1)",-0.576428168723414,0.298432014944073,"ST"
"FA(33:0)",-1.94093525919151,1.18045606445813,"FA"
"LPE(19:0)",-0.312635227044225,0.201349354554731,"LPE"
"LPE(O-20:0)",-0.826731014314195,0.636388020107856,"LPE"
"LPE(20:5)",-0.0667504994856785,0.0619809025237897,"LPE"
"LPE(20:4)",-0.746281659333224,0.801342913045577,"LPE"
"FA(34:3)",0.344830379315109,0.573488738635425,"FA"
"LPE(20:3)",-0.823496537772321,0.72584215073632,"LPE"
"LPE(20:2)",-0.361104354000144,0.1791420105603,"LPE"
"FA(34:1)",-2.815196360873,1.14146280243036,"FA"
"LPE(20:1)",-0.428308166096361,0.271646217978772,"LPE"
"FA(34:0)",-1.8900195191992,1.41005039867429,"FA"
"LPE(20:0)",-0.537045611668216,0.302770657240282,"LPE"
"FA(35:1)",-2.17868110438178,0.847711655616944,"FA"
"LPE(O-22:1)",0.387527194163436,0.198596289982645,"LPE"
"LPE(O-22:0)",-0.28187912899816,0.172630726946175,"LPE"
"LPE(22:6)",-0.654244433541756,0.619788758288394,"LPE"
"LPE(22:5)",-1.1454141590943,1.20901152491118,"LPE"
"LPC(14:0)",-0.163312048665379,0.112945621949043,"LPC"
"LPE(22:4)",-0.180830920357405,0.137272471682025,"LPE"
"FA(14:1)",2.28324439130573,1.82102305270683,"FA"
"FA(36:1)",-1.67156225680575,0.703334809738469,"FA"
"Cer(34:1)",0.80485112059775,0.338187314462739,"CER"
"LPC(15:0)",-0.460967677336093,0.416801226031377,"LPC"
"LPC(O-16:0)",0.103041157941064,0.0710923097560473,"LPC"
"FA(37:1)",-2.07285323695939,0.603800652904264,"FA"
"FA(14:0)",0.41742514066334,0.321481620959886,"FA"
"LPC(16:2)",0.382743358546904,0.325138859262188,"LPC"
"LPC(16:1)",0.147706757269336,0.135488918941608,"LPC"
"LPC(16:0)",-0.386238787192799,0.391473966422806,"LPC"
"Cer(34:0)",-0.168645432534461,0.0639892042847904,"CER"
"FA(38:1)",-1.2206824640699,0.595166283380062,"FA"
"LPC(17:1)",-0.471116544480392,0.367542707815276,"LPC"
"LPC(O-18:1)",-0.153082040932716,0.120330794367946,"LPC"
"LPC(17:0)",-0.833508454863409,0.595166283380062,"LPC"
"LPC(O-18:0)",-0.152777121825803,0.115204636051019,"LPC"
"Cer(32:1)",1.11109081555513,0.496209316942819,"CER"
"LPI(16:0)",0.756941407121936,0.688246138944246,"PI"
"LPC(18:3)",-1.2945330361999,1.44490555142168,"LPC"
"LPC(18:2)",-1.35720014012335,1.0762380391713,"LPC"
"LPC(18:1)",-0.878238682522525,0.809668301829709,"LPC"
"LPC(18:0)",-0.605157088432165,0.543633966870957,"LPC"
"Cer(33:1)",0.42057016181208,0.145693958198919,"CER"
"Cer(38:1)",1.48564213548511,0.416801226031377,"CER"
"LPC(19:1)",-0.781904662599871,0.578396073130169,"LPC"
"Cer(34:2)",1.97673463820417,1.41793663708829,"CER"
"LPI(18:2)",-1.22243214747359,1.1605219526258,"PI"
"LPC(19:0)",-1.10783484755218,0.79317412396815,"LPC"
"LPC(O-20:0)",-0.895427479294668,0.625251653989896,"LPC"
"Cer(34:1)",0.757091720404091,0.31695296176115,"CER"
"Cer(34:0)",-0.769554302162305,0.266802734893431,"CER"
"LPI(18:0)",1.24327178585803,1.03058408764602,"PI"
"LPC(20:5)",-1.80800246186666,1.46980030179692,"LPC"
"LPC(20:4)",-1.76757338700491,1.99139982823808,"LPC"
"LPC(20:3)",-2.86098151344552,2.51712641639125,"LPC"
"LPC(20:2)",-1.59091905329206,1.14752000636314,"LPC"
"LPC(20:1)",-0.744534150576381,0.494850021680094,"LPC"
"LPC(20:0)",-0.758103501613913,0.503070351926785,"LPC"
"Cer(34:0)",-0.277780626779506,0.108462542327436,"CER"
"LPI(20:4)",-0.491732479933393,0.480172006224281,"PI"
"Cer(40:1)",0.439991628519206,0.134896025358872,"CER"
"LPI(20:3)",-0.677691858982747,0.739928612014925,"PI"
"LPC(O-22:1)",-0.837054313182573,0.707743928643524,"LPC"
"LPC(21:0)",-0.462706194678692,0.273272790973428,"LPC"
"LPC(O-22:0)",-0.267623919737385,0.1438755557577,"LPC"
"Cer(36:1)",1.62274934709247,0.657577319177794,"CER"
"LPC(22:6)",-1.99525467611485,1.27572413039921,"LPC"
"FA(44:10)",-0.657516141026729,0.334419008982047,"FA"
"LPC(22:5)",-2.27625266985421,1.55752023093555,"LPC"
"LPC(22:4)",-2.06100748661787,1.22475374025976,"LPC"
"LPC(22:3)",-2.1383126386671,1.58335949266172,"LPC"
"LPC(22:2)",-1.45125025844366,1.04817696468409,"LPC"
"Cer(41:1)",0.0275134434510349,0.00877392430750515,"CER"
"FA(15:3)",-0.180504669908807,0.0809219076239261,"FA"
"LPC(22:1)",-0.601843773671103,0.374687549038326,"LPC"
"LPC(22:0)",-0.130268500185412,0.0624821079826534,"LPC"
"Cer(37:1)",1.14139483814359,0.393618634889395,"CER"
"Cer(40:0)",-0.385972557297627,0.161780778092374,"CER"
"Cer(42:3)",0.26021990302554,0.0915149811213502,"CER"
"Cer(42:2)",0.184393007943022,0.0644927341752872,"CER"
"Cer(42:1)",0.398755176194641,0.154901959985743,"CER"
"LPC(23:0)",-0.0591284740783919,0.0291883891274822,"LPC"
"Cer(38:1)",1.52343073808333,0.429457060118102,"CER"
"Cer(41:0)",-0.69848583032725,0.236572006437063,"CER"
"Cer(38:0)",1.44602628532395,0.384049948343599,"CER"
"PE-Cer(34:1)",0.757489927950679,0.234331445240986,"SM"
"LPC(24:2)",-0.440046569488064,0.281498311132726,"LPC"
"LPC(24:1)",-0.0836740504989599,0.0433514207947967,"LPC"
"Cer(42:1)",-1.22113085069734,0.560667306169737,"CER"
"LPC(24:0)",0.00180086147653569,0.000869458712628891,"LPC"
"Cer(39:1)",0.0220922115037325,0.00612308505878879,"CER"
"Cer(42:0)",-0.753949627959564,0.326058001365912,"CER"
"Cer(39:0)",-0.396191687860068,0.133122185662501,"CER"
"PE(O-32:3)",-1.51225389365926,0.714442690992226,"PE"
"Cer(38:0)",-0.197081088030306,0.07727454200674,"CER"
"Cer(40:3)",1.02366863595165,0.3767507096021,"CER"
"SM(28:1)",2.29509816944428,0.686132779630847,"SM"
"Cer(40:2)",0.788996969373478,0.247183568811729,"CER"
"Cer(40:2)",-0.465419998196207,0.142667503568732,"CER"
"LPC(25:0)",0.00561192297159963,0.00261361560268669,"LPC"
"Cer(40:1)",0.414413918237972,0.1249387366083,"CER"
"Cer(40:0)",-0.46747664106914,0.129596094720973,"CER"
"FA(15:2)",-0.402738381530209,0.20690839982342,"FA"
"Cer(39:0)",-0.167366662303454,0.0639892042847904,"CER"
"PE(32:1)",0.510913448676771,0.375717904164332,"PE"
"LPC(26:2)",-0.10916516944458,0.0619809025237897,"LPC"
"PE(32:0)",0.551955456704967,0.356547323513813,"PE"
"LPC(26:1)",0.0224535461098938,0.0109953843014632,"LPC"
"Cer(41:2)",-0.467286089640705,0.167491087293764,"CER"
"Cer(41:2)",-0.239346682424376,0.0793549985932124,"CER"
"PE(O-34:5)",-1.88532178517666,1.06298389253519,"PE"
"Cer(41:1)",0.0368670719767614,0.0123337350737254,"CER"
"PE(O-34:4)",-2.0336460903795,1.1073489661227,"PE"
"Cer(41:0)",-2.1120087234716,1.00833099262005,"CER"
"PE(O-34:3)",-1.01530034339022,0.651695136951839,"PE"
"HexCer(34:1)",0.516279442001153,0.322393047279507,"HEXCER"
"Cer(40:0)",-0.355633198589704,0.148130399270234,"CER"
"PE(33:2)",0.826229230400976,0.355561410532161,"PE"
"PE(O-34:2)",-0.0111898869018887,0.00656376950238827,"PE"
"Cer(42:5)",2.62590527215254,0.614393726401688,"CER"
"Cer(42:5)",2.65833982842063,0.605548319173784,"CER"
"PE(O-34:1)",2.12396776058772,1.7594507517174,"PE"
"PE(O-34:0)",-1.76632252863436,0.97469413473523,"PE"
"Cer(42:3)",0.214247452781009,0.0777937225609836,"CER"
"SM(30:1)",1.22426570357288,0.46344155742847,"SM"
"FA(15:1)",-0.300702928201289,0.1890957193313,"FA"
"Cer(42:2)",0.21217567762713,0.0746879085003505,"CER"
"PE(O-35:5)",-0.774191430366923,0.27083521030723,"PE"
"Cer(42:1)",0.44420535032388,0.180456064458131,"CER"
"PE(15:0_18:1(d7))",0.539313508177884,0.498940737782249,"PE"
"Cer(41:1)",-0.555656461209367,0.244887733604929,"CER"
"Cer(42:0)",-0.939969633794217,0.380906669373257,"CER"
"PE(34:3)",1.1302442646049,0.571865205971211,"PE"
"PE(34:3)",2.35568465555714,2.13018179202067,"PE"
"Cer(41:0)",-0.569112284614324,0.218963061378868,"CER"
"PE(34:2)",0.996751644434863,0.818156412055227,"PE"
"HexCer(34:1)",-0.737305774703731,0.294992040666664,"HEXCER"
"PE(34:1)",0.575195773580791,0.40340290437354,"PE"
"PE(O-36:7)",-0.33970374793671,0.186419011431808,"PE"
"PE(34:0)",-0.856700253465608,0.627087997029893,"PE"
"SM(31:1)",0.387567692921053,0.140261433802853,"SM"
"PE(O-36:6)",0.0729439448184834,0.0390538042661686,"PE"
"PE(O-36:6)",-0.127795109792402,0.0343280287798933,"PE"
"Cer(43:2)",0.499910036018505,0.198596289982645,"CER"
"PE(O-36:5)",-0.23650062193007,0.161150909262745,"PE"
"PE(O-36:5)",-1.3860062585558,0.764471553092451,"PE"
"Cer(42:2)",-0.259232269188558,0.0931264652779296,"CER"
"Cer(43:1)",0.856909461255903,0.51427857351842,"CER"
"FA(15:0)",0.68610159622736,0.696803942579511,"FA"
"Cer(42:1)",-1.17457615822636,0.518557371497695,"CER"
"Cer(43:0)",-0.875270018550751,0.46344155742847,"CER"
"PE(O-36:3)",-1.29998357487065,1.13430394008393,"PE"
"Cer(42:0)",-0.727978467539785,0.326058001365912,"CER"
"PE(35:2)",0.128657469683681,0.0574958938319193,"PE"
"PE(O-36:2)",-2.07977832098421,1.26760624017703,"PE"
"PE(O-36:1)",-1.68793076368826,0.97469413473523,"PE"
"SM(32:2)",0.770704284678885,0.34008379993015,"SM"
"PE(O-37:7)",0.575144450338474,0.180456064458131,"PE"
"HexCer(34:0)",-1.13148145980709,0.744727494896694,"HEXCER"
"PE(O-36:0)",-1.71170193915952,0.565431095965801,"PE"
"SM(32:1)",0.698726072144979,0.296708621881339,"SM"
"PE(O-37:6)",-1.65206992720899,1.18575240426808,"PE"
"Cer(44:2)",1.05418117211259,0.54821356447571,"CER"
"SM(32:0)",1.53641477285214,0.489454989793388,"SM"
"PE(36:5)",0.958153127335606,0.663540266151471,"PE"
"PE(36:5)",0.878996140918218,0.84163750790475,"PE"
"PE(O-37:5)",-0.435170313930485,0.249491605148654,"PE"
"Cer(44:1)",0.608503914347938,0.387216143280265,"CER"
"PE(36:4)",0.529687650633157,0.394694953858891,"PE"
"PE(36:4)",1.48412503197666,0.950781977329818,"PE"
"Cer(44:0)",-0.0467624716941195,0.0264103765727431,"CER"
"FA(14:0)",0.761176162765022,0.679853713888946,"FA"
"PE(36:3)",0.787807199937166,0.478861916295964,"PE"
"PE(36:3)",1.04599778972551,1.0017406615763,"PE"
"Cer(43:0)",-0.48198613110792,0.0915149811213502,"CER"
"PE(36:2)",-0.0249739070616322,0.0145735259169983,"PE"
"PE(O-37:2)",-1.76275157551291,0.950781977329818,"PE"
"PE-Cer(40:1)",0.830755407204652,0.296708621881339,"SM"
"PE(36:1)",-0.862907513182378,0.602059991327962,"PE"
"HexCer(33:1)",0.881793293077152,0.300162274132754,"HEXCER"
"PE(O-37:1)",-1.48208513090415,0.712198270069774,"PE"
"PE(O-38:7)",-0.655536258198257,0.443697499232713,"PE"
"PE(O-38:7)",0.0604450945642512,0.0282604091122217,"PE"
"SM(33:1)",0.0675276225314647,0.0287241512618947,"SM"
"PE(37:6)",0.872369638144196,0.460923901207223,"PE"
"PE(O-38:6)",-2.32414028851185,2.0195421077239,"PE"
"PE(O-38:6)",0.0888473652285811,0.0530567293021746,"PE"
"SM(32:1)",-0.486120592252465,0.291579099865287,"SM"
"PE(37:5)",1.25053255682326,0.640164517660112,"PE"
"PE(O-38:5)",-1.00372333231476,0.732828271596986,"PE"
"PE(O-38:5)",-0.70894779154737,0.543633966870957,"PE"
"PE(37:4)",0.841606530586578,0.735182176990464,"PE"
"PE(O-38:4)",-1.50785938735502,1.00436480540245,"PE"
"Cer(44:1)",-0.428443009818057,0.16304326294045,"CER"
"PE(O-38:3)",-1.33360958924451,0.698970004336019,"PE"
"PE(O-38:3)",-1.22977628788996,0.723538195826756,"PE"
"HexCer(38:1)",1.17500312741956,0.43297363384094,"HEXCER"
"Cer(44:0)",-0.0854356053920569,0.0282604091122217,"CER"
"PE(37:2)",-0.923173639958499,0.742321425130815,"PE"
"HexCer(34:2)",3.01292118986124,0.749579997691106,"HEXCER"
"PE(O-38:2)",-1.62962664554659,0.767003889607846,"PE"
"PE(O-39:8)",1.18167608430442,0.473660722610156,"PE"
"HexCer(34:1)",0.95250301545002,0.51427857351842,"HEXCER"
"PE(O-38:1)",-1.40460807765004,0.607303046740334,"PE"
"SM(34:2)",0.281048383809928,0.157390760389438,"SM"
"PE(38:7)",1.10267190521287,1.07675598136972,"PE"
"PE(O-39:7)",-0.329097906097747,0.155522824254319,"PE"
"HexCer(34:0)",0.396730409066848,0.233587152887601,"HEXCER"
"SM(34:1)",0.16949120048195,0.11690664142431,"SM"
"PE(38:6)",1.49752977500175,1.43770713554353,"PE"
"PE(38:6)",0.680665221020018,0.496209316942819,"PE"
"PE(O-39:6)",-1.32498964090738,1.09799710864927,"PE"
"SM(33:1)",-1.5118693468892,1.42829116819131,"SM"
"SM(34:0)",0.406068684543904,0.440093374963888,"SM"
"FA(16:4)",3.02192701430665,1.60380065290426,"FA"
"PE(38:5)",0.97018210032785,1.04720755695591,"PE"
"PC(30:0)",0.35448217717823,0.335358024443874,"PC"
"PE(O-39:5)",-0.782247226430336,0.472370099128661,"PE"
"PE(38:4)",0.801968993140175,0.785156151952302,"PE"
"PE(O-39:4)",-1.37434786791694,0.747146969020107,"PE"
"Cer(46:0)",-0.0399490108130571,0.0947439512515487,"CER"
"PE(38:3)",0.617897352522114,0.518557371497695,"PE"
"PE(38:3)",0.564145593135567,0.459670525209126,"PE"
"PE-Cer(42:2)",1.27128765310131,0.661543506395395,"SM"
"PE(O-40:9)",0.417894268736202,0.224025668870631,"PE"
"PE(38:2)",-0.557706332717313,0.370590400897281,"PE"
"PE(O-39:2)",-1.51636934998543,0.756961951313706,"PE"
"PE-Cer(42:1)",0.965264890878156,0.446116973356126,"SM"
"PE(O-40:8)",0.00318657733797068,0.00174066157630127,"PE"
"PC(O-32:3)",-1.5200010734088,1.1771783546969,"PC"
"PE(38:1)",0.112802935519536,0.0506099933550872,"PE"
"PE(O-40:7)",-0.715126121681802,0.482804102050026,"PE"
"HexCer(34:1)",-0.828539160308797,0.33161408331,"HEXCER"
"SM(34:2)",-0.14864104491663,0.0814454694497265,"SM"
"FA(16:3)",1.65620707568191,1.09420411963213,"FA"
"SM(35:1)",-0.107598233444055,0.0540392964224314,"SM"
"SHexCer(34:2)",0.506750384291777,0.298432014944073,"HEXCER"
"PE(39:6)",0.918911825133414,0.665546248849069,"PE"
"PE(O-40:6)",-1.6688818214444,0.939302159646388,"PE"
"PC(O-32:1)",0.695990094183578,0.609064892896621,"PC"
"SM(34:1)",-0.681195156205945,0.714442690992226,"SM"
"PE(38:6)",1.53832707922508,0.847711655616944,"PE"
"SHexCer(34:1)",-0.0340886430591496,0.0172766123314547,"HEXCER"
"PC(31:0)",-0.217475186874509,0.168770306132937,"PC"
"PE(O-40:5)",-1.437193683226,0.835647144215563,"PE"
"PE(O-40:5)",-1.0498368335447,0.575118363368933,"PE"
